title,channel_id,view_cnt,like_cnt,dislike_cnt,class,love_ratio,subscribe_cnt,Replay_Gain,BPM,Dissonance,Pitch_Salience,Gender,Danceability,Genre_Alternative,Genre_Blues,Genre_Electronic,Genre_FolkCountry,Genre_FunkSoulRNB,Genre_Jazz,Genre_Pop,Genre_RapHippop,Genre_Rock,Mood_Acoustic,Mood_Aggressive,Mood_Electronic,Mood_Happy,Mood_Party,Mood_Relaxed,Mood_Sad,Mood_MirexC1,Mood_MirexC2,Mood_MirexC3,Mood_MirexC4,Mood_MirexC5,Atonal,Instrumental,Bright_Timbre
UNINE -《SET IT OFF》Official Music Video,UCFtUq0ml-coWmD70Pt_urRA,76112,6718,49,0,99.27589773902763,427000,-13.639293670654295,100.0385971069336,0.4536027908325195,0.3621479868888855,0.9822125434875488,0.9650055170059204,0.03403407335281372,0.13608595728874207,0.06902983784675598,0.048845287412405014,0.010657652281224728,0.05681489035487175,0.08810815960168839,0.3316122591495514,0.2248118668794632,0.05208923667669296,0.0267663523554802,0.9496357440948486,0.0017523739952594044,0.9608505964279176,0.9454281330108644,0.9172592163085938,0.4320852756500244,0.14049850404262546,0.2265920490026474,0.0973481610417366,0.10347601771354677,1.0,0.002335107186809182,0.005820288322865963
信 Shin【上了癮   Addicted】Official Music Video,UCgcWfH1yD6Z65U92bJfiU7g,46027,851,8,0,99.0686845168801,0,-10.956277847290039,114.97087097167969,0.4080635905265808,0.4714226722717285,0.12124714255332948,0.04486587643623352,0.043922435492277145,0.23400814831256864,0.026996515691280358,0.10391512513160706,0.07895155251026154,0.10812386125326157,0.08258035033941269,0.1918652504682541,0.1296367645263672,0.7091774940490723,0.0017708418890833855,0.5650363564491272,0.027252057567238808,0.24829576909542084,0.9973110556602478,0.6691171526908875,0.022425072267651558,0.06958674639463425,0.8488296270370483,0.05275530740618706,0.006403263658285141,0.9922477006912231,0.5654526352882385,0.1915682852268219
黃鴻升 Alien Huang【PLAN B】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,35987,550,33,0,94.33962264150944,2510000,-4.996545791625977,125.05514526367188,0.4693906903266907,0.5911062359809875,0.9068517684936525,0.643596351146698,0.045974452048540115,0.059762466698884964,0.2461659759283065,0.012872453778982162,0.051233645528554916,0.1359998881816864,0.015136769041419031,0.03474507108330726,0.3981092870235443,0.002820684341713786,0.4503874182701111,0.7862139940261841,0.10712084174156188,0.5267879962921143,0.7516897916793823,0.07013991475105286,0.13219736516475675,0.09879150241613388,0.02801933698356152,0.1374192088842392,0.6035726070404053,0.8304167389869691,0.976657211780548,0.026406681165099144
李凱馨《I’m Happy》Official Video,UCMxXZDr0XZHSgGP09Q0zS3w,36360,1196,8,0,99.33554817275747,12700,-6.450246810913086,120.26194763183594,0.3644238710403441,0.5152564644813538,0.9950120449066162,0.012723945081233978,0.2659346759319305,0.00401351461187005,0.035282909870147705,0.1946420669555664,0.017594119533896446,0.1869412213563919,0.2593255639076233,0.004651036579161882,0.03161488100886345,0.9661673903465272,7.883364742156118e-05,0.32883620262146,0.12330661714076994,0.0017455774359405039,0.9974406957626344,0.9895696640014648,0.008016093634068966,0.016775984317064285,0.9659610390663148,0.008473045192658901,0.0007738646236248312,0.07459462434053421,0.6605210900306702,0.6509551405906677
Limi - 白雲間(Official Audio),UCh16MQDjZLtYzCqrH36dNYg,35434,1525,7,0,99.54308093994779,29000,-8.432197570800781,111.96958923339844,0.4154595136642456,0.348244309425354,0.9292815923690796,0.9727583527565002,0.0021606374066323038,0.005536272656172514,0.14226138591766355,0.0026606894098222256,0.004494689870625734,0.02254484593868256,0.003853219794109464,0.8153558969497681,0.0011323903454467654,0.0950496420264244,0.009826647117733955,0.9316297769546508,0.0255275871604681,0.4033173322677612,0.9926086664199828,0.6248200535774231,0.15039891004562378,0.2350857704877853,0.1822875291109085,0.3642600178718567,0.06796778738498688,0.9999896287918092,0.09377368539571762,0.04293045774102211
Suming舒米恩【我想做個夢】Official Video,UCtQOMAVHmJuqGPq-tpckXrA,54903,1807,11,0,99.3949394939494,13400,-11.036283493041992,98.07330322265624,0.4306993782520294,0.5196880102157593,0.2484905868768692,0.2143394500017166,0.078142911195755,0.1137342005968094,0.007898431271314621,0.519989550113678,0.003913543187081814,0.11799689382314682,0.11828770488500595,0.0023003718815743928,0.037736404687166214,0.9920743703842164,0.002137071220204234,0.19777734577655792,0.4468206763267517,0.010123264975845814,0.888624906539917,0.8772234916687012,0.14769548177719116,0.09075625985860823,0.5714718103408813,0.14969612658023834,0.040380336344242096,0.15541240572929382,0.017596211284399033,0.9917198419570924
Verna曾韻璇 X 陽紹傑Soaér《Move On》 Official MV,UCnuEfEMU21v8Ml3NeNpe_LQ,226476,10252,44,1,99.57264957264957,1720,-13.177339553833008,151.9796142578125,0.4416120052337647,0.5421268343925476,0.6130499839782715,0.7450491189956665,0.031339600682258606,0.13183531165122986,0.18078720569610604,0.09888412803411484,0.058946806937456124,0.3051679730415344,0.04899370297789574,0.10891573131084442,0.035129543393850333,0.6181042194366455,0.006124068517237903,0.319175660610199,0.4607880711555481,0.2562465369701385,0.767428994178772,0.3573864996433258,0.06376800686120987,0.4589484333992005,0.07823067903518678,0.3707362115383148,0.02831664308905601,0.6274354457855225,0.08996878564357758,0.259524405002594
張韶涵 Angela Zhang［引路的風箏The Kite Leads the Way］Official video,UC5Lksw1oqe_AdKcO9MELoJA,140075,3367,112,0,96.78068410462777,114000,2.7007312774658203,114.02732849121094,0.4224109649658203,0.5526170134544373,0.6999444365501404,0.511945903301239,0.044730428606271744,0.03953947499394417,0.3157070577144623,0.13142235577106476,0.11749732494354248,0.06736206263303758,0.07412870228290558,0.11341627687215805,0.09619631618261336,0.10771893709897996,0.004627786111086607,0.5364592671394348,0.03924454748630524,0.04975275695323944,0.9768489599227904,0.8214196562767029,0.08439529687166214,0.15692609548568726,0.2426531910896301,0.5098081827163696,0.0062172492034733295,0.7684380412101746,0.2473444640636444,0.07705863565206528
戴愛玲 Princess Ai《暫時愛著我 One More Second》Official Music Video,UCBYALHUQro_Svk1rFUrWmXg,338131,2602,45,1,98.2999622213827,34700,-6.042947769165039,131.30735778808594,0.4388761818408966,0.4307897090911865,0.5451480150222778,0.3506861627101898,0.015596761368215084,0.1580500602722168,0.02626703679561615,0.0746537372469902,0.06130900606513024,0.552893340587616,0.029359050095081333,0.06500771641731262,0.016863295808434486,0.06010457128286361,0.9972997903823853,0.8840262293815613,0.018853729590773586,0.2336324155330658,0.9718709588050842,0.9744763374328612,0.04043180122971535,0.4541116952896118,0.3875093758106232,0.09437494724988936,0.02357215993106365,0.9340441226959229,0.9959905743598938,0.003013106295838952
魏如萱 waa wei [ Ophelia ] Official Music Video,UC8wIQijqOBL13NQ2pHG1sUw,679192,12247,46,1,99.62580330269259,15000,-1.8608150482177728,136.514404296875,0.41437309980392456,0.5138239860534668,0.4325784742832184,0.042737483978271484,0.010475657880306244,0.09939566254615784,0.014483345672488213,0.4987119436264038,0.00555543415248394,0.3184512555599213,0.03688604757189752,0.008372815325856209,0.00766786327585578,0.9199401140213012,0.00013851969561073932,0.1677781045436859,0.2892318665981293,0.0044201314449310285,0.9966018795967102,0.9163590073585508,0.019785039126873016,0.08814289420843124,0.8065680265426636,0.08328589797019957,0.002218123991042376,0.002413592301309109,0.9466431736946106,0.9670259356498718
"楊丞琳 Rainie Yang -〈刪拾 Delete, Reset〉Official HD MV",UC_fW_2QuZldcT3FhCYQ_2vw,1162903,10619,170,1,98.42432106775419,327000,-1.2272109985351562,119.66820526123048,0.3946995437145233,0.538945734500885,0.8511291146278381,0.22167034447193146,0.0019270797492936254,0.00596117228269577,0.16369059681892395,0.00544757815077901,0.013770881108939648,0.09935427457094193,0.002867801114916801,0.7023665904998779,0.004614022560417652,0.054047320038080215,0.0006151910638436675,0.8087425827980042,0.008970154449343681,0.3366751968860626,0.9209065437316896,0.8019793629646301,0.024084951728582386,0.12800273299217224,0.5277877449989319,0.2669351100921631,0.053189460188150406,0.9748905897140504,0.9790791869163512,0.06890180706977844
鄭心慈 Kelly Cheng《想念是最遠的旅行 As Far As I Can Go By Missing You》Official Music Video -【天堂的微笑】片尾曲,UCjp4b34V4urWmyLXYSfyURQ,479298,2735,18,1,99.346167816927,2240,2.9841327667236333,164.10382080078125,0.4626664519309998,0.7102545499801636,0.3885454833507538,9.700249137267748e-08,0.010882901959121227,0.1852608323097229,0.01563296839594841,0.0573229193687439,0.03835632652044296,0.14832749962806702,0.009306054562330246,0.011261810548603536,0.5236486792564392,0.052050776779651635,0.2183491289615631,0.8738489747047424,0.008452574722468853,0.8283289074897766,0.9513612985610962,0.9906812906265259,0.1264236718416214,0.20623090863227844,0.1322709023952484,0.36891552805900574,0.166158989071846,0.9999999403953552,0.006471605040132999,0.03092936985194683
林凡 Freya Lim 《如願以償 Granted》Official Music Video,UCStpPtoeQUYII1Jsbl0qf8A,108676,1543,17,0,98.91025641025641,1490000,-9.878650665283203,119.3896026611328,0.37731117010116577,0.5125865340232849,0.8286981582641602,0.028681974858045575,0.02576238475739956,0.04122451692819595,0.009277893230319023,0.17993992567062378,0.012918065302073956,0.546221911907196,0.16122297942638394,0.006210566964000464,0.017221733927726746,0.682884156703949,0.0003565931401681155,0.21105624735355372,0.008387581445276737,0.011371477507054806,0.9372899532318116,0.8679139614105225,0.025510402396321297,0.3258626461029053,0.4402821063995361,0.2017592340707779,0.0065856250002980215,0.006534141954034567,0.34347641468048096,0.7557961344718933
張智成 Z-Chen【一首難聽的歌】HD 官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,263470,1727,43,1,97.57062146892656,355000,-4.219104766845703,126.92565155029295,0.4206620454788208,0.4851028025150299,0.7183446884155273,0.07484674453735353,0.09226810187101364,0.12206346541643145,0.2305222004652024,0.3287830650806427,0.00807358231395483,0.03416268900036812,0.09445050358772278,0.010279138572514055,0.07939724624156952,0.4793608784675598,0.003774007549509406,0.6178699135780334,0.22285988926887512,0.0044683259911835185,0.7393659949302673,0.8496413826942444,0.0944499671459198,0.09995009750127792,0.18307292461395264,0.6202508211135864,0.002276162151247263,0.6963249444961548,0.8658339977264404,0.07795970141887665
李杰明 W.M.L -【很孤單】I'm So Lonely | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,55204,1558,17,0,98.92063492063492,154000,-13.246719360351562,155.49620056152344,0.4403636455535889,0.5412328839302063,0.01257198117673397,0.5849075317382812,0.2867377698421478,0.00674572866410017,0.10832375288009644,0.2499121576547623,0.007750135380774735,0.00995587557554245,0.2637278139591217,0.007176453247666359,0.059670325368642814,0.36776202917099,0.005357068032026291,0.8024731874465942,0.0004273188242223114,0.7013323903083801,0.7794509530067444,0.9176259636878968,0.0955880656838417,0.0797741636633873,0.6655715703964233,0.13588079810142514,0.02318537980318069,0.7089647054672241,0.003910822328180075,0.031267140060663216
J.Sheon - Soul Away 囚 (Official Music Video),UC6zFATnplJUo81fH64InI4g,462412,6730,62,1,99.08716136631331,154000,-3.766704559326172,115.71381378173828,0.4523819088935852,0.4925802946090698,0.21068620681762693,0.4208291471004486,0.001270364853553474,0.0027521683368831873,0.0025586043484508987,0.0006507722428068519,0.0016785344341769814,0.006596121471375227,0.003395192790776491,0.9770325422286988,0.004065716173499823,0.040211357176303864,0.00996731035411358,0.9529473185539246,0.0012238434283062813,0.8010939359664917,0.987829089164734,0.5278518199920654,0.09343603998422624,0.10125117003917694,0.5462456345558167,0.186453178524971,0.07261396944522858,0.999992311000824,0.003962518647313118,0.0007275020470842719
陳威全《解散愛》歌詞版,UCOnhqQ_brLlbOeoybRkyzMg,11728,30,3,0,90.9090909090909,8660,1.6630802154541016,140.16084289550778,0.4150089025497437,0.4755545854568482,0.96095472574234,0.09398435801267624,0.05569445714354515,0.17918367683887482,0.03445684164762497,0.4153909981250763,0.009685630910098551,0.13401922583580014,0.1304577738046646,0.014136466197669506,0.02697494253516197,0.9054411053657532,0.000613994081504643,0.4508107006549835,0.07323884218931198,0.04525906965136528,0.9572417736053468,0.896045982837677,0.043093178421258926,0.122491292655468,0.5835734605789185,0.2492693811655045,0.0015726751880720258,0.16832095384597778,0.03592965006828308,0.954860270023346
Matzka【大不了就 One More Time】Official Music Video,UC_j7cOhGt47UHABgtQ3Nmrg,34741,1016,8,0,99.21875,36700,-12.884206771850586,178.20582580566406,0.4483142197132111,0.4827271997928619,0.9043950438499452,0.35936447978019714,0.1800970435142517,0.06822279840707779,0.0242002010345459,0.10412327200174333,0.034133441746234894,0.01903059333562851,0.19190293550491333,0.01666703075170517,0.36162269115448,0.8367041349411011,0.00935899093747139,0.14258266985416412,0.4020114839076996,0.3968344032764435,0.8524043560028076,0.4707527160644531,0.1235947534441948,0.1888131946325302,0.5859002470970154,0.08653975278139114,0.015152071602642538,0.010970687493681908,0.10363301634788513,0.7630823254585266
張震嶽 ayal komod【念念不忘 Never Forgotten About Her】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,151943,3121,47,0,98.51641414141415,2510000,-5.8772029876708975,154.6952667236328,0.4507229626178742,0.5380052924156189,0.5298413634300232,0.9843655228614808,0.04163404181599617,0.11851616203784945,0.09451492130756378,0.3557125627994537,0.0598394013941288,0.07010947912931442,0.10380644351243973,0.09797411412000656,0.057892858982086175,0.5858765840530396,0.012853249907493593,0.581548273563385,0.720101535320282,0.28923967480659485,0.7487480044364929,0.7439766526222229,0.04982843995094298,0.048148855566978455,0.6652858853340149,0.19408586621284485,0.04265093058347702,0.20272929966449732,0.01772533543407917,0.9889707565307616
Limi - 我的夜晚是不是你的白天 (Official Music Video),UCh16MQDjZLtYzCqrH36dNYg,76897,4464,18,0,99.59839357429719,29000,-10.66939926147461,82.88484954833984,0.3832111358642578,0.4893231987953186,0.9561224579811096,0.036000184714794166,0.03602004051208496,0.03698163852095604,0.06555700302124022,0.4320679306983948,0.014030043967068195,0.07047479599714279,0.27665212750434875,0.032267145812511444,0.03594927117228508,0.8987383246421814,5.57350977032911e-05,0.2318052798509597,0.5,0.0014367576222866776,0.9914903044700624,0.9244892001152042,0.0211455337703228,0.03511936217546463,0.906834065914154,0.03444315865635872,0.0024578527081757784,0.11113710701465608,0.003762717125937343,0.7080172300338745
弦子 & 朱興東《讓我們去愛》【只為遇見你 Nice to Meet You OST電視劇片尾曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,33584,303,4,0,98.6970684039088,119000,-7.003936767578125,123.7895050048828,0.3950376212596893,0.511294424533844,0.7379295229911804,0.034484364092350006,0.05272909253835678,0.031037498265504837,0.05515092983841896,0.5259855389595032,0.011568182148039341,0.12157569080591205,0.15322533249855042,0.006813117768615484,0.04191461205482483,0.9643181562423706,0.0003856516268569976,0.10607989132404327,0.10111534595489502,0.00477491645142436,0.9779372811317444,0.9246830940246582,0.04086009040474892,0.1572471261024475,0.6388310790061951,0.15999113023281095,0.003070600563660264,0.0064504584297537795,0.6579189896583557,0.9012970328330994
郭靜《只為遇見你》【只為遇見你 Nice to Meet You OST電視劇片頭曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,85546,749,10,0,98.68247694334651,119000,-5.639974594116211,124.78754425048828,0.4171909987926483,0.5281298160552979,0.1220751479268074,0.025043919682502747,0.07076011598110199,0.05661388859152794,0.02957136556506157,0.29452067613601685,0.00637688534334302,0.3615266978740692,0.07509482651948929,0.006207231432199478,0.09932833909988403,0.9523419737815856,9.79792748694308e-05,0.06546052545309068,0.7217348217964172,0.004518840461969376,0.9521161317825316,0.9547132849693298,0.017415424808859825,0.044493593275547035,0.9163662791252136,0.01970077119767666,0.002023939974606037,0.004700419958680868,0.5967541337013245,0.9727126359939576
魏嘉瑩 Arrow Wei【反正孤獨才是我的朋友】Official Music Video feat 八三夭阿電 宇宙人方Q,UCl__rQRN5o5OrozeUNOOIDA,57208,2013,3,0,99.85119047619048,44300,-9.104190826416016,172.26560974121094,0.4140250086784363,0.4060114324092865,0.6787234544754028,0.5374129414558411,0.014619738794863226,0.4006949067115784,0.011094313114881516,0.08326449245214462,0.014416904188692568,0.2686938643455505,0.16215820610523224,0.025340130552649498,0.01971744932234288,0.8814948797225952,0.00021918884885963053,0.42547255754470825,0.6563946008682251,0.17792850732803345,0.849281907081604,0.6822216510772705,0.023142503574490547,0.5445000529289246,0.14552733302116394,0.2830233573913574,0.0038067416753619905,0.4149054884910584,0.058798350393772125,0.9903241991996764
Dirty Class X 蔡恩雨 Priscilla Abby《Forever Yours》官方歌詞版 Official Lyric Video,UCSI11yVCM5x45_iiL5YcQZw,110006,3615,27,0,99.25864909390445,781000,-12.178665161132812,148.62130737304688,0.4104587435722351,0.5472946763038635,0.987559974193573,0.11338912695646285,0.03728601336479187,0.08949533849954605,0.05042710527777672,0.21938855946063995,0.09985211491584778,0.054629333317279816,0.1381414383649826,0.11113815009593964,0.19964192807674408,0.6680424213409424,4.977822754881346e-05,0.23619554936885834,0.028639083728194237,0.04831304401159287,0.9928556084632874,0.8787194490432739,0.013077517971396444,0.045503783971071236,0.8086320161819458,0.129559263586998,0.0032274166587740183,0.7699180245399475,0.013632561080157757,0.6574409008026123
鼓鼓 呂思緯 [ 跪了 Freefall ] feat. Julia吳卓源 Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,867990,2569,71,1,97.31060606060606,2250000,-5.760528564453125,84.84754180908203,0.4073194265365601,0.4891481101512909,0.8546252846717834,0.003275439376011491,0.008717725984752178,0.05865447595715523,0.0465502105653286,0.011540518142282965,0.049738235771656036,0.06434070318937303,0.02320904098451137,0.5164941549301147,0.220754936337471,0.05205078423023224,0.006277593784034252,0.8910667300224304,0.006445204373449087,0.6561254262924194,0.9512380957603456,0.9875031113624572,0.0799083337187767,0.1499541401863098,0.37912097573280334,0.3665078580379486,0.024508710950613025,0.9969986081123352,0.8993951678276062,0.05476726964116097
邱比 CHIU PI【葉柏 PY】Official Music Video(4K),UCPcF3KTqhD67ADkukx_OeDg,17565,229,17,0,93.08943089430895,2510000,-7.655071258544923,144.7526092529297,0.4203755557537079,0.4444344639778137,0.8493447303771973,1.7328247281511722e-08,0.06982966512441635,0.14821593463420868,0.04542940482497215,0.0660051628947258,0.03757885843515396,0.06992693990468979,0.03979966044425965,0.03148696571588516,0.4917273819446564,0.052050776779651635,0.0027010359335690732,0.8832871913909912,0.00746260490268469,0.6601777076721191,0.951368510723114,0.9924439787864684,0.07374927401542664,0.030339302495121963,0.7931108474731445,0.08351819962263107,0.01928236149251461,0.9894658923149108,0.9999898672103882,0.2913559377193451
G.E.M.鄧紫棋【句號 Full Stop】Official Music Video,UCsLWG2t7n9LFsvH0wR2rtpw,9942788,186150,2443,1,98.70461788083333,2020000,-12.396219253540039,143.59225463867188,0.4287037253379822,0.4066396653652191,0.994251310825348,0.4085773229598999,0.03841123357415199,0.13588225841522214,0.14123180508613584,0.095541313290596,0.03543946519494057,0.13433320820331573,0.12664422392845154,0.2338346540927887,0.058681834489107125,0.2992447912693024,0.004184025805443525,0.7080262899398804,0.16483183205127716,0.465744286775589,0.9925391674041748,0.27612531185150146,0.34407374262809753,0.2562814652919769,0.2343725562095642,0.12259548902511595,0.042676735669374466,0.7943114042282104,0.1906564086675644,0.08331390470266342
吳克群 Kenji Wu《我和被愛保持距離 I'm Fine》Official Music Video,UCyh5WuLi1-mYbbUe5E9eg3A,1806656,2147,54,1,97.5465697410268,77300,-10.967185974121094,133.33624267578122,0.4104510545730591,0.5206761360168457,0.018996847793459892,0.12546643614768982,0.2109296023845673,0.010698288679122923,0.019143901765346527,0.4846640527248383,0.004600851330906153,0.052660271525382996,0.10968291759490968,0.02211705595254898,0.08550306409597397,0.987790048122406,0.00028928028768859804,0.18731535971164706,0.2438366115093231,0.06183433160185814,0.8648821115493774,0.8840428590774536,0.0739457756280899,0.08048073947429657,0.7963237762451172,0.036766018718481064,0.012483705766499044,0.8523414134979248,0.0010639515239745376,0.7382991313934326
