title,channel_id,view_cnt,like_cnt,dislike_cnt,subscribe_cnt
林俊傑 JJ Lin 《對的時間點 The Right Time》Official Music Video,UCd91HSXKhsIv8PIjNrDByHQ,6120264,69601,1200,1130000
田馥甄 Hebe Tien《不晚》Official Music Video（電影【深夜食堂】主題曲）,UCWASjJ7q476ZgxT9oWBSclg,1541003,17040,319,44700
MAYDAY五月天 [洋蔥] feat. TFBOYS 王俊凱,UCtUQA2wDnwI1WWiKkkb58Og,2559340,37310,546,160000
好樂團 GoodBand ─《陪你的貓睡午覺 Take a Nap with Your Cat》Official Music Video,UCyhTOPmMeUL4inFgjaA4QxA,69551,2659,8,70400
電影《致親愛的孤獨者》主題曲＿感覺做一個孤獨的人MV（解偉苓演唱）,UCYLjqmFAoQBMbiO_QvjfV_Q,35879,160,7,712
超洗腦! 復古電音舞曲【Bye Bye Bye Bye】AMOi-AMOi @RED People,UCtgdcjED1SccbgMkXRd8FVw,282692,7426,1029,594000
李玟CoCo Lee 斷了Broken(Official HD MV),UCbsOWv8B8hVH8JxgJjmqc_A,1350037,16458,305,27900
MC HotDog 熱狗【寂寞の水怪 Lonely Monster】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,455876,6699,145,2510000
"Dwagie featuring The Dalai Lama: ""Peace?""",UCOg5bW6zcbvji5K4BRvQCUw,88374,3789,160,141000
Eric周興哲《Something about LA》Official Audio,UC7S48XRADBqamQbgLxpBFcQ,1018148,17120,136,663000
蔡恩雨 Priscilla Abby X FS (Fuying & Sam) 《 小時光 Our Times》官方 Official MV,UCSI11yVCM5x45_iiL5YcQZw,450484,6694,91,773000
曾淑勤《你不要那麼早睡 You should be》【男神時代】電視原聲帶插曲 Official Lyrics Video【HD】,UCzlIY_B9uPngUnRMtVVaGsg,16175,43,2,121000
陳零九 Nine Chen feat. 邱鋒澤 FENG ZE【天亮請睜眼 Daylight】「終極狼人殺」遊戲主題曲 Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,3879596,57664,1007,2510000
玖壹壹(Nine one one) - 來個蹦蹦‭ ‬Ft‭. ‬Ella‭ ‬陳嘉樺 Like Boom Boom Ft. Ella 官方MV首播,UCIYA4KPaldLA535gazqX66A,14814425,84436,4971,921000
宋樂謙 Leqian - I Don't Know How（官方歌詞版）- 3Q音樂人計劃《最近》,UCEsinqZjZ11w0T9ZvyKIr6A,14289,156,6,1580000
黃妍 Cath Wong - 女生才懂的歌,UCx6l2gI7d5njjR0kiOpQDTw,12770,111,3,306
JiaJia家家 [  沒有錯 Nobody’s Fault But Mine ] 搶聽口碑版 Lyrics Version,UC7ovu6a8ydIbDy0fAKmoZ9A,585227,3670,62,2260000
美秀集團 Amazing Show－我要你愛 You are My Crazy Lover【Official Music Video】,UC6SeKyYGmo9qjIb8ekPlncw,807122,16310,243,73700
孫浩然 Oya - 不想聽到這樣的結果 I Don’t Want To Hear Such Results（官方歌詞版）- 3Q音樂人計劃《最近》,UCEsinqZjZ11w0T9ZvyKIr6A,12625,68,14,1580000
李宇春 《你好吗我很好谢谢你呢》/Chris Lee--nǐ hǎo ma wǒ hěn hǎo xiè xiè nǐ ne (Official Video),UCSLmQssG959CiHBJ1MZneKg,1016695,394,10,3260
蔡旻佑 Evan Yo《 伎倆 Veneer 》feat .艾怡良 Eve Ai  Official Music Video,UCQUsot01jVvJCPkdr7kymOA,774794,2816,68,5190
伍佰 & China Blue【皇后的高跟鞋】 Official Music Video,UCHocIer4qdnCmgvHlNrpqFA,84993,1683,54,30500
忘年知音 Timeless Voice - 其實我們都一樣 We are alike（官方版MV）- 華視紀錄片【一百分女孩】片尾曲／紀錄片【我的鋼鐵阿嬤】片尾曲,UCEsinqZjZ11w0T9ZvyKIr6A,18135,297,10,1580000
《下半場》電影主題曲MV——《飛》,UCe4xYJebF1OxdBcoFKKUNEw,62484,646,13,1470
Crispy脆樂團 [ Deja Vu ] feat. 熊仔 Official Music Video,UC8wIQijqOBL13NQ2pHG1sUw,502367,3334,79,13600
"MC耀宗(Zion P) , 蚊子 Wenzi - 奇怪了 (Audio)",UCzi4D3G_3oEvnVoGDu4inJg,22023,118,3,70000
PiA吳蓓雅｜女孩，你想要什麼呢？lyric video,UCISxpg-ujUIkA8wtCl8gtKw,22154,220,3,10300
眠腦 Sleeping Brain〈一片漆黑的海 A Dark Sea〉 Official Music Video,UC7MMGaCyQGmuIWq8zvpHkgQ,14859,262,9,40300
高爾宣 OSN x 陳忻玥 Vicky Chen-【Without You - Acoustic Version】沒了妳｜Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,6668359,74720,1093,150000
鄭秀文 Sammi Cheng - 好好說 (電影《花椒之味》主題曲) (Official Music Video),UC-0unh5x9WSd6aj0OGxrgaA,325701,2918,98,91600
陳威全 《我愛他》歌詞版MV  ft.DP龍豬、劉至佳,UCOnhqQ_brLlbOeoybRkyzMg,11181,85,2,8650
四分衛《想要淋雨的人》（電影全面攻佔3天使救援中文宣傳曲）Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,38379,97,10,12200
9m88 - 最高品質靜悄悄 Airplane Mode ft. Leo王 (Official MV),UCo95y8CD2JpOR5eePxB1a7w,1158214,28696,1400,67200
Bii 畢書盡、陳彥允 Ian Chen、李玉璽 Dino Lee - Be The One（官方歌詞版）- 電視劇「女兵日記-女力報到」片尾曲,UCEsinqZjZ11w0T9ZvyKIr6A,187175,3127,86,1580000
【第九分局】電影主題曲＿瘦子E-SO《天的創作》Official MV 8/29通靈辦案,UCm6tVnxbL_BKFURhF4UCjig,406125,3086,64,13000
"田亞霍Elvis【我累了，你淚了嗎 I'm tired,are you? 】Official Music Video",UCNdi__cyJxXiuVDP1KAfSmg,993745,1104,154,116000
PiA吳蓓雅｜情為何物 lyric video,UCISxpg-ujUIkA8wtCl8gtKw,21922,336,0,10300
DELLA丁噹 [ 不要命 Die Lovin’ ] feat.J.Sheon Live Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,49791,711,15,2260000
【那女孩對我說】EDM Cover（蔡恩雨 Priscilla Abby）,UCSI11yVCM5x45_iiL5YcQZw,1686941,26579,689,773000
嘉學姐《淋濕雨下》官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,17971,53,3,113000
[avex官方HD] 彼得魚 Peter Fish -《Delay》完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,18178,100,19,234000
"MC 耀宗(Zion P) , DenNiz , 彭柏邑 Boiii P   - 忘記 (Official MV)",UCzi4D3G_3oEvnVoGDu4inJg,25669,201,9,70000
黃妍 Cath Wong - 自然醒,UCx6l2gI7d5njjR0kiOpQDTw,29325,173,10,306
鄭興 Leon Zheng【雨季不再來 Goodbye! Rainy Days】Official Lyric Video,UCG8FsvuItdL9hKsO3g144uw,50186,936,8,4110
Lulu 黃路梓茵 -《巴豆痛》Official Music Video,UC4Hex1-MQp1NtsSH3Oecr9Q,718967,5603,183,66100
CORSAK - Drowning (Audio),UC2XBbL1TVvk62L0DjWJzvqg,67943,3182,28,38200
傻子與白痴 Fool and Idiot - 象牙舟 Ivory Boat [Official Music Video],UCZBJX2tpZJbH-EC7RjZkJcg,328987,6958,53,37900
張庭瑚、宋柏緯、吳岳擎-青春(熱血青春版)【2019愛情白皮書電視原聲帶】,UCWuxankMMiLybinHy9JgP8w,22144,146,3,194000
宋柏緯-我不該哭(男生版)【2019愛情白皮書電視原聲帶】,UCWuxankMMiLybinHy9JgP8w,21658,105,3,194000
Joanna Wang 王若琳 -《我只在乎你 I Only Care About You》Official Lyrics Video,UC8jCsMvhGdiOCdCulVI1h7w,229958,6026,74,62900
ØZI -【S.M.O.K.E. 狼煙】ft. KENZY 小春,UCyr3ZnMUoYAEncZqe9YiYgg,1169843,21782,271,101000
蔡旻佑 Evan Yo《 變心記 Metamorphosis 》Official Music Video,UCQUsot01jVvJCPkdr7kymOA,434572,1307,32,5190
康樹龍 Kang Shu Long《城市之間 City to City》Official Music Video,UCStpPtoeQUYII1Jsbl0qf8A,369674,2662,66,1490000
劉君池子 《煉愛飛行》（網劇《我的鄰居睡不著》插曲） Official Lyric Video,UCkwBGi-PNfJFCPmvFzrbEPA,36907,273,3,12200
曾沛慈 Pets Tseng《怎麼能這樣The Distance Between Us》Official Music Video,UC8CEtxKYs-TjTTxl1--7Xmw,1661843,5560,93,0
蔡佩軒《清醒》(戲劇《淺情人不知》片尾曲) Official Lyric Video,UCkwBGi-PNfJFCPmvFzrbEPA,39724,127,1,12200
頑童MJ116【兵法 The Quote】『完美世界M』遊戲主題曲 Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,343257,3455,143,2510000
郭一凡〈88〉歌詞版 Official Music Video,UCgQ8olRhkepJWlVF9IVmPGQ,24925,84,6,718000
盧廣仲 Crowd Lu【聽見了嗎 All I Have】11週年 大人中 演唱會 Official Live Video,UC9-SkdRRsaABoNvYiacFh_w,538908,5692,72,155000
劉以豪 Jasper Liu《有一種悲傷 A Kind of Sorrow》Official Music Video,UCQUsot01jVvJCPkdr7kymOA,1909750,44344,565,5190
品冠 Victor Wong【線下限定 Offline Specials】HD 高清官方歌詞版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,22080,80,4,354000
我心已打烊- 黃莉Luji｜官方版 Official MV,UCzRFlyBUVHk91LBdKB12ypg,33531,199,26,6500
GEmma吳映潔  啦咪啦咪（Love Me Love Me ）官方完整版MV,UC3Wa3Y5Mh6vAa72kPfAOAPA,160799,5138,129,10600
白安ANN [ 光之街 Street Light ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,89881,1407,15,2260000
黃妍 Cath Wong - 你還在,UCx6l2gI7d5njjR0kiOpQDTw,27094,144,3,306
吳青峰〈太空 Space〉Official MV,UCDBKa4DLm_t3MjUgr_E-RDA,2731889,24725,321,108000
柯泯薰 misi Ke ft. Koffkoff【倒轉卡帶 Děngdài】Official Lyric Video (網路劇《北京到莫斯科》插曲),UCG8FsvuItdL9hKsO3g144uw,119974,255,2,4110
Allyson 陳瑾緗 -《波霸奶茶 Boba Tea》feat. 熊仔 Official Music Video,UCwx0C5kHxmOABOcYgUAnpZQ,59889,1535,59,1630
周湯豪 NICKTHEREAL《兩秒終 2 Seconds》Official Music Video,UCLckyF2r09NQ9OXBZsv1Cyg,2341301,19329,291,71700
鄭怡(Yvonne Cheng)-記得(I Remember) (Official Music Video),UCirguiAzkqU24_-h1zafCcA,50818,480,33,31400
田亞霍Elvis【UNHERO】Official Music Video,UCNdi__cyJxXiuVDP1KAfSmg,1249805,1284,66,116000
9m88- 平庸之上 Beyond Mediocrity,UCo95y8CD2JpOR5eePxB1a7w,273746,4923,65,67200
毛衍七VaVa - Queen is Back (Official Music Video),UCFUhDDZ0O_Ee615gI4dA_oQ,132466,2562,2957,14800
告五人 Accusefive 【愛人錯過 Somewhere in time】Official Music Video,UCj0Dl_XdIoAKzyfbPEu9WMw,1435753,16352,201,44700
DELLA丁噹 [ 都是月老惹的禍 It's Cupid's Fault ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,179466,650,18,2260000
八三夭 831 【小心肝】Official Live Video,UCaPW6qDNWLlhDdSmfW7MTPw,652197,6819,96,72800
魏嘉瑩 Arrow Wei【 繽紛了每一天 】Legacy Live feat. 鼓鼓 呂思緯,UCl__rQRN5o5OrozeUNOOIDA,42654,610,6,41300
知更 John Stoniae - 你說 You said（官方版MV）- O系列 - 電視劇《靈異街11號》片尾曲,UCEsinqZjZ11w0T9ZvyKIr6A,58716,809,20,1580000
黃鴻升 Alien Huang【人生定番 Life Routine】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,61592,1052,51,2510000
孔晨羽《你我》Official Lyrics Video【HD】,UCzlIY_B9uPngUnRMtVVaGsg,17301,74,2,121000
房東的貓 - 由於時間與地域的關係,UCzxpL4uverHpcLaheHEOzGA,170905,1325,11,16400
SNH48 戴萌 & 莫寒《就差一点点》MV,UClwRU9iNX7UbzyuVzvZTSkA,80276,2453,42,151000
艾熱AIR–烏雲中The Clouds 【豐華唱片official 官方MV】,UCWuxankMMiLybinHy9JgP8w,22079,203,33,194000
大支/Dwagie -【喝酒王/Drinking Champ】feat.恩熙俊/小人/韓森,UCOg5bW6zcbvji5K4BRvQCUw,345702,5196,178,141000
孫浩然 - 朋友你別再作怪（官方版MV）- 網劇《同居吧!MC女孩》插曲,UCEsinqZjZ11w0T9ZvyKIr6A,21470,87,15,1580000
MAYDAY五月天 [ 玫瑰少年 ] Official Music Video,UCtUQA2wDnwI1WWiKkkb58Og,7305165,89554,1542,160000
鄭茵聲 Alina Cheng -《暗戀萬歲 Secret Crush》Official Music Video,UCJM_OTvzTrkZbYEq4GKVuOQ,420964,10281,294,150000
郁可唯 Yisa Yu [ 是誰 Who ] Official Music Video,UCCsUQXwhDj4iVlhG4VCq6Kg,44421,270,48,1450000
薛之謙 Joker Xue【這麼久沒見 It' Been So Long】HD 高清官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,1387857,15175,275,354000
蔡家蓁 ft. 陳零九『玻璃鞋』官方完整MV,UCvz9ixlWbFjV3z2im-39ndA,68043,1017,30,16600
【派樂黛J7 白蛇鑽】Oberka - 波動 (feat. 魏如昀) | Official Lyrics Video,UC9aWZaIQH5v8BUGy0q_quzw,18561,93,5,645
蕭秉治 Xiao Bing Chih [ 放了自己 Free Yourself ] feat.五月天怪獸 Official Live Video〈凡人巡迴演唱會〉,UC7ovu6a8ydIbDy0fAKmoZ9A,987239,7303,106,2260000
傻子與白痴 Fool and Idiot - 夜長夢少 Morpheus [Official Music Video],UCZBJX2tpZJbH-EC7RjZkJcg,125744,2912,29,37900
"劉惜君《我與青春在賽跑》畢業季官方特別版【你好, 對方辯友 Hi, My Fellow Debaters OST電視劇片尾曲】官方高畫質 Official HD MV",UCCZasUiMCAk7rxq4HqZjmKQ,25568,125,2,113000
黃明志Namewee ft. 蕭敬騰Jam Hsiao【流浪狗 The Stray】@亞洲通話 Calling Asia,UCFUtqTcgJgRnmZ3tMU6P74Q,7187021,150413,1642,2180000
梁文音 Wen Yin Liang – 〈小姐 請你給我愛 feat. 六甲樂團〉#2019還在玩_彩蛋版,UCaBiKf7lEPz9Ytf5Ve-fLqA,74992,686,16,18000
"CHING G SQUAD -【 DETOX 】 M/V (婁峻碩SHOU,ChrisFlow唐仲彣,高爾宣OSN,RĒD°芮德)",UCXun_5xw72M8d6KwOq1QC9g,797303,10608,113,34200
Kevin Liao 廖柏雅 - 【Someone Like You vs 新不了情 feat. 陳曼青】Mashup,UCkKgM_Z0Rt3IUakB6Vk9gNg,23677,174,4,4330
宋樂謙 Caleb Sung - 怎麼可能忘記（官方歌詞版）- 3Q音樂人計畫《最煩》,UCEsinqZjZ11w0T9ZvyKIr6A,23215,99,8,1580000
陳零九 Nine Chen ft. 張愛愛 Ari Ai【2099】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,202601,2811,43,2510000
Supper Moment - 大丈夫 (國) Official MV,UCU4WVZqK_vuXb6sAArbs8yQ,1049364,711,35,33700
胡夏 如果當時（電影《上海堡壘》推廣曲）Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,24517,72,5,12200
【魚乾】Kurt唱中文？ [ 預感 ] 新詮釋 (Feat. Kurt Hugo Schneider、李凡萱),UCpgt8SEyAy5tbr9BzVK8Lsg,375894,23015,77,1210000
伍佰 & China Blue【原本當初】 Official Music Video,UCHocIer4qdnCmgvHlNrpqFA,531846,3924,161,30500
楊紫、任賢齊 & 歐陽靖《打破沉默》【沉默的證人 Bodies at Rest OST電影主題曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,37023,352,2,113000
C.T.O《口袋裡的愛》feat. 羅志祥/ 愷樂 Official Music Video,UC8Dh3TZrwCM9jOjb-xDyHnA,1254343,5424,138,11400
孫浩然 - 分手以後竟然還想再見到你（官方歌詞版）- 3Q音樂人計畫《最煩》,UCEsinqZjZ11w0T9ZvyKIr6A,20546,72,17,1580000
【茶魚飯後二】顏冠希JY/馬訓/韓森 Official Music video,UCOg5bW6zcbvji5K4BRvQCUw,62128,1026,48,141000
CORSAK - Way Back Home (Lyric Video),UC2XBbL1TVvk62L0DjWJzvqg,63777,2083,17,38200
王樂達《謝謝 Thank you》【男神時代】電視原聲帶片尾曲 Official MV 【HD】,UCzlIY_B9uPngUnRMtVVaGsg,38062,294,6,121000
謝佳見 feat. 吳哈哈《怕不夠 Not Too Late》【男神時代】電視原聲帶片頭曲 Official MV 【HD】,UCzlIY_B9uPngUnRMtVVaGsg,44125,417,14,121000
Gin Lee 李幸倪 - 《U&I》 (feat. 陳梓童) MV,UCa2kD29VbGw5BAKJD2naREA,111013,2110,36,407000
座頭鯨 Humpback Whale《沒有》Official Audio,UCzlIY_B9uPngUnRMtVVaGsg,12667,42,1,121000
Suby Cheng鄭舒尹 - Calling My Diamonds（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,16583,78,9,1580000
TRASH《重感情的廢物 Heavyhearted Loser》Official Music Video,UCuAzL0PsEngYktHkjNtJKgg,1730613,17905,210,31300
麻吉弟弟 MACHI DIDI ft. 孫盛希 Shi Shi 「我們 Holding On」(Official Audio),UC7pVBzISVdpDX-8uE4F5zPQ,146217,1775,18,63100
李杰明 W.M.L -【我會害怕】I'm Afraid | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,276459,5083,81,150000
人人有功練 -【人人Cypher vol.3】Lyrics Video,UCOg5bW6zcbvji5K4BRvQCUw,28305,448,15,141000
信 Shin【糾纏 Tangle love】Official Music Video,UCgcWfH1yD6Z65U92bJfiU7g,583919,1158,16,0
邵雨薇 Ivy Shao -《期末考 The Final Test》歌詞版 Lyric MV (電影「陪你很久很久」插曲),UCpchJvj7ocn1JwVhbz1-joQ,120912,1452,10,4440
Shiny呂程程《長空》Official Music Video｜雄兵連之諸天降臨片尾曲｜大結局彩蛋,UCQ310oCEm1xbLSVsV_bGQxg,39359,346,9,0
"水 SUI：juice boy, 8lak - Paradise | SUI sessions",UC2LPbIHVeum2N3gk-25O6sw,117513,2992,69,7160
SHIO 郭修彧《盲點 Blind Spot》Official Music Video,UCPfEgaoVGPeGQI2pDAhraUg,25941,259,2,5700
曾沛慈 Pets Tseng 2019專輯首波同名單曲《謎之音Confession》Official Music Video,UC8CEtxKYs-TjTTxl1--7Xmw,871507,5651,61,0
RĒD°芮德-沒事啦nothing (Official music video),UCRW6axanicxZ3eLRM-VBSdg,123829,2650,33,4820
Chick en Chicks- 徐志摩 Hamilton [Official Music Video],UC3LV3mI3XmXJYXdmj77U93Q,112621,7190,133,3590
Limi - ON & ON (Official Audio),UCh16MQDjZLtYzCqrH36dNYg,93802,3090,15,28500
Ty. - 勾肩搭背 Social war (Official Music Video),UC-lVD4I22V-eVAjyHd2Buyg,24215,168,28,487
"炸掉 - 彭柏邑 Boiii P , 蚊子 Wenzi , Queenie B , 璽樂 Glorii (Audio)",UCzi4D3G_3oEvnVoGDu4inJg,20405,187,14,70000
孔晨羽 Genie《晨曦》Official MV【HD】,UCzlIY_B9uPngUnRMtVVaGsg,19868,157,4,121000
Miss Ko 葛仲珊 【Simple】Official Video,UCgQ8olRhkepJWlVF9IVmPGQ,1849432,5539,184,718000
陳零九 Nine Chen【I'll Love You Next Life】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,169557,4800,37,2510000
張信哲 Jeff Chang [ 沒資格難過 ] 官方完整版 MV,UC4hxafoFUs2HlbgRlvhMi0Q,412961,1087,23,14200
品冠 Victor Wong【暗戀美學 Aesthetics of Dark Love】HD 高清官方歌詞版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,20025,96,5,354000
白目樂隊 The White Eyes【靈性偶像 My Little Wishes】Official Audio,UC9-SkdRRsaABoNvYiacFh_w,18410,175,16,155000
周湯豪 NICKTHEREAL《All These Girls》Official Music Video,UCLckyF2r09NQ9OXBZsv1Cyg,1739042,21659,346,71700
Ella 陳嘉樺【囉哩叭唆Stop Nagging】生日派對現場直擊舞蹈版MV,UC1_kfkKNiPnQufzrlZrsPkw,1110726,1638,56,15100
鄧超 - 銀河裡最像的人（官方版MV）- 電影《銀河補習班》主題曲,UCEsinqZjZ11w0T9ZvyKIr6A,30192,232,15,1580000
Supper Moment - 幸福之歌 (國) Official MV,UCU4WVZqK_vuXb6sAArbs8yQ,765302,1290,98,33700
G5SH - 一個人生活 (All by myself) ft. 王艷薇Evangeline Official Lyrics Video,UCiCwyeUVo66so3iIMCNNgnA,253327,4454,31,20100
Namewee黄明志【10-Year Challenge 我們的10年】@亞洲通話 Calling Asia,UCFUtqTcgJgRnmZ3tMU6P74Q,1077457,15051,361,2180000
鄭茵聲 Alina Cheng -《陽光燦爛的原因 You Make the Sun Shine》Official Music Video - 三立/台視 偶像劇「月村歡迎你」插曲,UCJM_OTvzTrkZbYEq4GKVuOQ,773216,7722,130,150000
宋樂謙、魏子越 - 要陪你做的100件事（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,22738,347,7,1580000
孫燕姿 [守護永恆的愛] official music video/ Sun Yanzi - Eternal Love,UCgQ8olRhkepJWlVF9IVmPGQ,949613,4069,94,718000
楊創【答應我】網劇《我的白鯨男友》主題曲 HD 高清官方完整版 MV,UCQLXNMjfZXnEEGYqVwX2CoA,21052,85,5,390000
陳忻玥 Vicky Chen -【Hands Up】Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,933477,10798,83,150000
陳珊妮 Sandee Chan - 恐怖谷 Uncanny Valley (Official Music Video),UC945VeRnnvcRLWkAMyW_iwA,175584,4144,38,19500
王笠人 Rennie Wang - 習慣性 Habitual Lover（官方歌詞版）- 電視劇《靈異街11號》插曲,UCEsinqZjZ11w0T9ZvyKIr6A,58445,644,9,1580000
JiaJia家家 [ 何妨 Why Not ] feat.茄子蛋 - 夢的國度版 Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,1148742,8320,155,2260000
Lara 梁心頤《光耀》官方無損高音質【親愛的，熱愛的 | 李現&楊紫 Go Go Squid OST電視劇插曲】動態歌詞MV,UCCZasUiMCAk7rxq4HqZjmKQ,518891,4609,49,113000
陳芳語《我可以不在乎的你》官方無損高音質【親愛的，熱愛的 | 李現&楊紫 Go Go Squid OST電視劇插曲】動態歌詞MV,UCCZasUiMCAk7rxq4HqZjmKQ,1006277,7121,81,113000
蔡家蓁『+真的太想你』官方完整MV,UCvz9ixlWbFjV3z2im-39ndA,35357,297,16,16600
Gin Lee 李幸倪 - 《Goodnight》 (feat. BCW) MV,UCa2kD29VbGw5BAKJD2naREA,151945,3428,59,407000
歐陽靖 林書豪《第一對手》【籃球大唱片】EP熱血主題曲 Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,13657,46,5,12200
G.E.M.鄧紫棋【差不多姑娘 MISS SIMILAR 】Real Talk版 Official Music Video,UCsLWG2t7n9LFsvH0wR2rtpw,19286209,205284,6558,1980000
Gin Lee 李幸倪 - 《浮世繪》 MV,UCa2kD29VbGw5BAKJD2naREA,128531,914,45,407000
雙笙 - 鳥語林（官方歌詞版）- 電視劇《宸汐緣》插曲,UCEsinqZjZ11w0T9ZvyKIr6A,489131,3440,64,1580000
有感覺 F.E.E.L. -《化裝舞會The Masquerade》歌詞版 Lyric MV,UCpchJvj7ocn1JwVhbz1-joQ,14184,65,3,4440
汪蘇瀧 Silence Wang - 星星墜落時（官方歌詞版）-《銀河漫遊》巡演概念曲,UCEsinqZjZ11w0T9ZvyKIr6A,87138,1401,27,1580000
《獅子王》中文主題曲〈今夜我屬於愛情〉張學友、碧昂絲合作獻唱_現正熱映中,UCl3MRIpEjC4v2wWdsk2Mabw,439285,3359,343,89500
薛之謙 Joker Xue【慢半拍】HD 高清官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,949720,13693,246,354000
C.T.O 《Super Girl》Official Music Video,UC8Dh3TZrwCM9jOjb-xDyHnA,593649,3859,67,11400
張靚穎 - 解憂（官方歌詞版）- 電視劇《宸汐緣》女主情感主題曲,UCEsinqZjZ11w0T9ZvyKIr6A,1086390,5738,130,1580000
李現《給未來》官方無損高音質【親愛的，熱愛的｜楊紫 Go Go Squid OST電視劇插曲】動態歌詞MV,UCCZasUiMCAk7rxq4HqZjmKQ,410545,3173,50,113000
BBT - Domino（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,27297,179,12,1580000
Khalil Fong (方大同)－Catch A Dream (艾美夢遊主題曲) Official Music Video,UClqNECjZZ1M5ml-lzRRUrfg,21254,118,1,1150
邱鋒澤 FENG ZE『你不用知道』' You Never Know ' OFFICIAL MV,UCTKJ96FsE4sv86eSs8yNetw,543580,10140,62,150000
9m88 - 愛情雨 Love Rain,UCo95y8CD2JpOR5eePxB1a7w,826817,21369,289,67200
陳楚生〈你還好嗎〉 Official Music Video,UCgQ8olRhkepJWlVF9IVmPGQ,30120,213,8,718000
替我照顧她(Demo版)- 張簡君偉｜官方版 Official Lyric MV,UCzRFlyBUVHk91LBdKB12ypg,43283,175,1,6500
魏妙如 Ruth Kueo － 《如果搬到你的城市裡 Wish I Was There》（Official Music Video),UCCI1d9tya_nkt7DwVeFbYRQ,151238,853,10,6290
品冠 Victor Wong【上海站 Shanghai Love Story】HD 高清官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,25678,134,11,354000
PiA吳蓓雅｜心理戰 Official MV HD,UCISxpg-ujUIkA8wtCl8gtKw,55507,304,10,10300
向前走 2019 台灣大哥大 ft. 熊仔 完整版,UCq1T8bXVAEOzQ3VkXbo8L-w,3500971,1049,188,6140
楊宗緯 - 是緣（官方歌詞版）- 電視劇《宸汐緣》片頭主題曲,UCEsinqZjZ11w0T9ZvyKIr6A,818919,4490,161,1580000
蔡健雅 Tanya Chua -《離線地圖 / Offline Map》官方版 MV,UC15Z8k3NNQ1LQnRqFwVcOkQ,389147,810,20,132000
愛過的人 - 吳海文 Official Lyrics Video,UCUYHvN_lHKto9O-dVkJbLpw,429518,3964,43,114000
尤長靖《愛不由我》官方無損高音質【親愛的，熱愛的 | 李現&楊紫 Go Go Squid OST電視劇插曲】動態歌詞MV,UCCZasUiMCAk7rxq4HqZjmKQ,484624,3407,27,113000
"MC 耀宗(Zion P) ,  Damon孟緯 - 失眠 (Remix)",UCzi4D3G_3oEvnVoGDu4inJg,28226,503,4,70000
陳雪燃《無名之輩》官方無損高音質【親愛的，熱愛的 | 李現&楊紫 Go Go Squid OST電視劇主體曲】動態歌詞 Official Lyric MV,UCCZasUiMCAk7rxq4HqZjmKQ,892613,6969,145,113000
邵雨薇 Ivy Shao -《懶得討好 I Don't Live To Please You》演唱會紀念版 官方 Official MV,UCpchJvj7ocn1JwVhbz1-joQ,108383,1123,19,4440
ØZI -【IF ONLY...】,UCyr3ZnMUoYAEncZqe9YiYgg,394358,11791,57,101000
陳零九 Nine Chen【還有我在 I've Got Your Back】2019 電玩遊戲『湯姆克蘭西：全境封鎖2』台港澳中文宣傳曲 Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,55029,621,21,2510000
婁峻碩SHOU - SOFA L/V,UCuizGuAVAOM74mjorEkVkIg,240487,5630,45,28100
阿喜《 好好玩》Official Lyrics Video,UC2ES13lolAoaLspZKawV-2g,23381,110,12,6660
楊紫《牛奶麵包》官方無損高音質【親愛的，熱愛的 | 李現 Go Go Squid OST電視劇片尾曲】動態歌詞MV,UCCZasUiMCAk7rxq4HqZjmKQ,318388,1969,28,113000
信 Shin【為你著魔 Falling head over toes】Official Music Video,UCgcWfH1yD6Z65U92bJfiU7g,913235,2314,50,0
蔡家蓁『魔術表演』官方完整MV  民視韓劇“天上的約定”片頭曲,UCvz9ixlWbFjV3z2im-39ndA,164880,1857,47,16600
