title,channel_id,view_cnt,like_cnt,dislike_cnt,subscribe_cnt
玖壹壹(Nine one one) - 富末代 Last Generation of the Rich 官方MV首播,UCIYA4KPaldLA535gazqX66A,1497079,7423,280,921000
A/DA 阿達-吃飯皇上 feat. 口一口 (特別演出：解婕翎、Amanda、Juicy、Aries),UCQ6dAn-1lkPAnYmP4fnRNAg,395295,2144,80,5490
DELLA丁噹 [ 我們不像我們Unlike Us ] Official Music Video (LINE TV《HIStory 3-圈套》插曲),UC7ovu6a8ydIbDy0fAKmoZ9A,3579230,12737,220,2260000
8Ball - Wanna Balling ft. 金魚腦,UCjuDeddO7S5NA0d0xSitSqQ,227445,3831,44,11800
Late Night - 黃莉Luji｜Official Music Video,UCzRFlyBUVHk91LBdKB12ypg,44750,270,2,6500
PiA吳蓓雅 feat.LINION｜懶懶散散地待在家 Official MV HD,UCISxpg-ujUIkA8wtCl8gtKw,61043,894,15,10300
MAYDAY五月天 [ 一顆蘋果 ] Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,3048569,18111,307,2260000
蔡佩軒 Ariel Tsai【錯過】(Transient Love) 官方MV,UCt1g7JuMPxb1NYRvn3JCA4Q,464327,5559,100,611000
Dawen 王大文 – 你的宇宙 “Your Universe” (Official MV),UCgQ8olRhkepJWlVF9IVmPGQ,634222,2306,41,718000
潘裕文 Peter Pan ‘後來Later' (official Music Video),UCfEWokcJ1oFSJpQUe2W05gg,85613,1439,11,11300
陳零九 Nine Chen【Watch Me】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,69608,794,119,2510000
"Diana Wang (王詩安) - Hello, I said (Official Music Video)",UCUcRuzGBJX17lL-kzbxwzmQ,140164,4080,44,87600
呂孝廷 - 卑鄙愛 (Official Audio),UCOBkJ67pcAd1J58K0K5HDQg,35452,203,14,0
G.E.M.【突然之間 UNEXPECTEDLY】Official Video [HD] 鄧紫棋,UCQpe3zrQZeyeqI_BjRhdmFA,2488570,29638,775,1190000
郁可唯 Yisa Yu [ 路過人間 Walking by the world ] Official Music Video（電視劇《我們與惡的距離》插曲）,UCCsUQXwhDj4iVlhG4VCq6Kg,18159506,62633,1345,1450000
林采欣 Bae【查無此人 Missing Person】(feat. 呆寶靜）官方完整版MV,UC5CTH2h-cEHHxAeu7pbj9GA,136242,1014,19,0
原子邦妮 Astro Bunny 【忽然想你的時候】Official Music Video 官方完整版高畫質MV,UCiuMb0mv6XtwQjQQ95LnJHw,1369974,10511,68,110000
羅志祥SHOW LO《羅志祥》Official Music Video,UCuhagpMMr6Ipr5kTQfvnI2Q,4278830,None,None,475000
八三夭 831【蠢蛋 The Fool】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,697430,5942,80,2510000
路壹 Lu1 - Just Say So feat. 蔡健雅 (Official Audio),UCXWsOKzfR54xVCauFQA9L2w,20117,182,2,970
張孟權《詩人情懷 Unappreciated》官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,79575,1791,11,113000
一個人想著一個人 - 張簡君偉｜官方歌詞版 Official Lyric MV,UCzRFlyBUVHk91LBdKB12ypg,80118,409,15,6500
Zion P (MC耀宗) - 拼到掛 (Official MV),UCzi4D3G_3oEvnVoGDu4inJg,26346,309,17,70000
Alycia【像男孩的女孩 A boyish girl】Official Music Video,UCPOVLk7Fsls-ctGyOYJx12A,30902,89,7,1270
王笠人 Rennie Wang - 猝不及防的愛情 Love Comes（官方歌詞版）- 電視劇《遺失的1/2》片尾曲、電視劇《如懿傳》片頭曲,UCEsinqZjZ11w0T9ZvyKIr6A,71861,625,23,1580000
女孩與機器人 The Girl and The Robots【你們自己玩遊戲 Reset】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,37969,251,32,2510000
盧廣仲 Crowd Lu【愛情怎麼了嗎 Self-complacent】Official Music Video （電視劇《 月村歡迎你 》片頭曲）,UC9-SkdRRsaABoNvYiacFh_w,3699888,26792,477,155000
謝震廷 Eli Hsieh【最想到達的地方 The Fearless Place】（Official Music Video）,UCcoLzXGFD_9RS-bWV1lj4IQ,437509,6811,49,48900
【顏社】Leo王 - 漏水的房間 (Lyrics Music Video),UCeHdCMkxJSYJEki-A87mDbg,123491,3171,63,123000
黃明志Namewee ft. 動力火車Power Station【怎麼辦 My Skanky Girlfriend】@亞洲通牒Ultimatum To Asia,UCFUtqTcgJgRnmZ3tMU6P74Q,5501873,55129,1727,2180000
吳汶芳 Fang Wu - 指南 Guidance ( Official Acoustic Ver. ),UCEsinqZjZ11w0T9ZvyKIr6A,39980,353,13,1580000
知更 John Stoniae - 墜 Fall（官方版MV）- Ι系列 - 電視劇《靈異街11號》片頭曲,UCEsinqZjZ11w0T9ZvyKIr6A,127514,2178,117,1580000
Erika 劉艾立｜《Dare To》Unplugged 首場音樂會_自創曲《We've Changed》Live版,UCRbAAszDrWXW1rWGP6IIcAg,24689,168,7,7560
張欣堯《你是我的》官方高畫質 Official HD MV,UCCZasUiMCAk7rxq4HqZjmKQ,26873,142,30,113000
Limi - 我的夜晚是不是你的白天 (Official Audio),UCh16MQDjZLtYzCqrH36dNYg,585099,17439,85,28500
李杰明 W.M.L -【出社會】In Society | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,145887,2381,94,150000
有感覺 F.E.E.L. - 對不起我自己 (feat. 藍又時)   (Official Music Video),UCpchJvj7ocn1JwVhbz1-joQ,1333850,6210,98,4440
林俊傑 JJ Lin - 進階 Resurgence (Official Video),UCd91HSXKhsIv8PIjNrDByHQ,1260505,18016,213,1130000
黃奕儒 Ezu [ 十字路口Crossroad ] Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,38305,365,26,2260000
楊上昀 joyce./FT 酷炫  官方mv 〈美力女孩〉Joyceration,UCWuxankMMiLybinHy9JgP8w,697749,1155,272,194000
熊仔 Presents BOWZ Z0Z9 -【給愛麗絲 Für Elise】Official Music Video,UCSAZdUcsKr4AC5c65iA4RlA,497129,13893,338,81600
魏嘉瑩 Arrow Wei【 最好的結局 】Cover 八三夭,UCl__rQRN5o5OrozeUNOOIDA,126606,1237,12,41300
朱興東 Don Chu - 某種程度上（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,43896,464,20,1580000
艾怡良Eve Ai《萊特兄弟有罪》Official Music Video,UCQ8cgCJLzbB-Aw4j4IOIV1A,101944,1728,59,69900
吳青峰〈蜂鳥〉Official MV（電視劇【我在北京等你】主題曲）,UCDBKa4DLm_t3MjUgr_E-RDA,568350,8887,70,108000
A-Lin《有一種悲傷 A Kind of Sorrow》Studio Live Sessions - 電影『比悲傷更悲傷的故事 More Than Blue 』主題曲,UCURRzgKx4DkVozbOjFflMpg,1502408,21375,263,170000
DELLA丁噹 [Die Lovin‘不要命] feat.J.Sheon Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,669590,5351,100,2260000
嚴堡丹 - 慢慢習慣（官方歌詞版）- 電視劇「我是顧家男」插曲,UCEsinqZjZ11w0T9ZvyKIr6A,96902,807,29,1580000
國蛋GorDoN《睡吧寶貝》Official Live Video 正式釋出,UCeHdCMkxJSYJEki-A87mDbg,322462,4057,33,123000
許莉潔 & 安懂《當我回家 I'm Home》官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,691504,7098,71,113000
李佳歡Kar Fun - 達爾文(官方歌詞版),UCgqwx3Hl8_N3WFyaGbL4dsg,364451,5081,46,53000
Bii 畢書盡 - 除不盡的傷悲（官方歌詞版）- 電視劇「我是顧家男」片尾曲,UCEsinqZjZ11w0T9ZvyKIr6A,919217,6708,113,1580000
王欣晨 Amanda【New Day】Official Music Video,UCuDZ7fWcBm3oK3exJi10PkA,190069,614,83,2450
李俊佑、小潘潘（潘柚彤） - 寵壞（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,1837983,20458,352,1580000
陳忻玥 Vicky Chen -【Baby】 | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,280658,4547,23,150000
文慧如 Boon Hui Lu [ 你的吉他 About Your Guitar ] Official Music Video,UCRfk-Q4xILetcvG2arvMO9w,152449,2399,41,571000
"Dawen 王大文 - 國際太空站 ""The International Space Station"" (Official MV)",UCgQ8olRhkepJWlVF9IVmPGQ,477012,1450,44,718000
謝佳見 Melvin Sia [ 最幸福的你 As You Wish ] Official Music Video,UCCsUQXwhDj4iVlhG4VCq6Kg,155322,1719,57,1450000
"余姿昀《你愛的我愛你 Actually, I Love You》官方動態歌詞MV (無損高音質)",UCCZasUiMCAk7rxq4HqZjmKQ,75673,752,12,113000
腸仔抄手《前行者》 Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,24854,85,8,12200
[avex官方HD] 瑞瑪席丹Rima Zeidan -《靜靜》MV (電影【情，敵】中文主題曲精華版 ),UCH1AHDav6J-2XYkl243Uj3Q,30119,100,4,234000
[MV] 這樣愛你 - Vera Chai (feat. 呂孝廷),UCXm05N2Qdsj93Q4b28ddMnQ,458052,2670,46,29800
吳汶芳 Fang Wu - 愛不厭詐 Necessary Evil（官方歌詞版）- 電視劇「我是顧家男」片頭曲,UCEsinqZjZ11w0T9ZvyKIr6A,137524,1262,30,1580000
妮可醬 NEKOJAM【手分手 Be Yourself】Official Lyric Video,UCPcF3KTqhD67ADkukx_OeDg,34286,153,18,2510000
戴佩妮 Penny Tai《你要的愛（心動版）》Official 完整版 MV [HD],UCVYiRGq6FpgwfRv_s-a0BIg,1447275,15110,180,35000
黃宥傑 x 吳沛寧 - 心願便利貼  [Official Lyric Video],UCvOxdn_96ij7urV4dvvv12w,34856,305,6,36300
盧廣仲 Crowd Lu 【愛情怎麼了嗎 Self-complacent】 Official Live Video (首屆 KKBOX 香港風雲榜演出),UC9-SkdRRsaABoNvYiacFh_w,879547,8246,153,155000
謝和弦 R-chord - 依賴 Dependent (Official Music Video),UCzlbQkl8zRJW2LTW25oU0-g,2271055,11003,207,440000
【HD】陶晶瑩 - 因為有你 [Official Music Video] 官方完整版MV,UCGqhZ2gbtHq-5Xht4R9JmMg,138981,917,22,1910
《我們與惡的距離》主題曲MV－林宥嘉 Yoga Lin〈別讓我走遠〉,UCuWfsibqzKyF5-rWJ0qKR4g,5091655,28928,421,31900
Haor許書豪 ft. 蕭敬騰 Jam Hsiao【別再叫我哥 Don't Call Me Bro 】Official Music Video,UCk7MIOhQmKRBzftMhKLlJgQ,1926040,8681,170,19300
郭靜 Claire Kuo - 何日君再來（官方歌詞版）- 電視劇《回家》插曲,UCEsinqZjZ11w0T9ZvyKIr6A,41718,208,11,1580000
電影[未來的你]許之糯《思念請回答》主題曲Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,25561,53,3,12200
大壯 DZ - 偽裝 Disguise（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,4538654,24007,820,1580000
蔡依林 Jolin Tsai《消極掰 Life Sucks》Official Music Video,UCZxdOVXIBEnJUQkhZgeOTTg,8148348,82395,1832,589000
陳綺貞 Cheer Chen【華生 Bromance】Official Music Video （電視劇《 月村歡迎你 》插曲）,UC9-SkdRRsaABoNvYiacFh_w,1083103,5782,116,155000
高爾宣 OSN -【最後一次】The Last Time｜Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,12948125,66830,916,150000
Ak Benjamin ft. Marz23 -【NANCY】(Official Music Video),UC7FeDnGXq92vL9BV1WvgFhA,1899882,29161,240,91700
盧苑儀 Vivien Loh【Last Goodbye】（電影《一吻定情》插曲）HD 高清官方歌詞版 MV,UCQLXNMjfZXnEEGYqVwX2CoA,105604,969,9,390000
雲端司機 Cloudriver【Late in the Night】Audio Video,UCPcF3KTqhD67ADkukx_OeDg,28875,184,18,2510000
郁可唯 Yisa Yu [ 三十而慄 Intersection of 30 ] Official Music Video,UCCsUQXwhDj4iVlhG4VCq6Kg,981118,6257,165,1450000
庾澄慶 Harlem Yu - 回不去的時光（官方歌詞版）- 電視劇《回家》片頭曲,UCEsinqZjZ11w0T9ZvyKIr6A,49226,264,15,1580000
泰坦TITAN 《百變紳士Step to the right》 官方MV,UCbazriWZz7OkWfJYeAQdiqQ,70756,813,27,4440
梁文音 Wen Yin Liang – 《初戀》#2019還在聽,UCaBiKf7lEPz9Ytf5Ve-fLqA,1283064,14654,262,18000
珂瀾 Kelan【當作寶貝 As a baby】Official Music Video,UCz-5I1ZGiXi88LdpK4AR6Vg,26047,228,2,692
方泂鑌 A-Bin【一千個晚安 A Thousand Goodnights】（三立 & Netflix 華劇《一千個晚安》片頭曲）HD 高清官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,6799668,17663,513,354000
黃奕儒Ezu X 宇宙人CosmosPeople [ 現在就讓我飛  Let Me Fly ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,100819,1855,13,2260000
葉子誠《夢境飛行》【二十歲 Twenty OST電影推廣曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,21675,77,1,113000
Vast & Hazy【求救訊號 I'm Not OK】Official Live Video,UC9-SkdRRsaABoNvYiacFh_w,136652,2281,23,155000
FENG ZE 邱鋒澤 【 一路順風 BON VOYAGE 】Official MV,UCTKJ96FsE4sv86eSs8yNetw,205416,4849,75,150000
之後 - 黃莉Luji｜衛視中文台《如懿傳》片尾曲 Official Music Video,UCzRFlyBUVHk91LBdKB12ypg,493273,2723,72,6500
任菲菲《藏》【蜀山降魔傳 The Legend of Zu OST電影主題曲】官方高畫質 Official HD MV,UCCZasUiMCAk7rxq4HqZjmKQ,28306,138,9,113000
慢慢說MURMURSHOW -《再見·快樂  So Long • Happiness 》 Official MV,UC2WwjKfkTyByTgTtMn3EkWw,93665,1153,13,15900
曾詠欣 Nicola Tsang《願你幸福到底》Official Lyric Video｜電視劇 [女兵日記女力報到] 插曲,UCQ310oCEm1xbLSVsV_bGQxg,82569,611,15,0
【HD】陶晶瑩 - 我不要多幸福 [Official Music Video] 官方完整版MV,UCGqhZ2gbtHq-5Xht4R9JmMg,763848,3750,126,1910
陳予新 Cindy Chen - 我們都痛 我們都懂  [ Official Lyric Video ],UCvOxdn_96ij7urV4dvvv12w,29809,163,4,36300
丹寶《一生等你》【溫暖之城 A Warm City OST電影插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,24689,102,6,113000
校長(張馳) & 丹寶《溫暖之城 》【溫暖之城 A Warm City OST電影主題曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,27217,67,5,113000
張若凡《走了嗎 Shall We Leave》Official Music Video,UCYlGAnJ_ZqI8Ld5OetvMZxw,5297057,30442,549,18100
田心蕾 RaeAnna 《不得不逞強》Official MV,UCK5hnk_xAxl4K9PxdHb3Y7A,243468,317,10,1200
張立昂Marcus C《感應心電 Highway Lover 》Official Music Video,UCVe_k-wY7f8nxaGgnium--w,229347,1294,36,40800
Namewee黃明志 ft. Boon Hui Lu文慧如【不想放開 Never Give Up】by Our Talent 起藝Apps @亞洲通牒 Ultimatum To Asia 2019,UCFUtqTcgJgRnmZ3tMU6P74Q,2214779,37810,461,2180000
王艷薇 Evangeline x 呂孝廷 Lu Hsiao Ting -【我的心脈】Still On My Mind | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,174105,1708,26,150000
黃妍 Cath Wong - 貪睡的人(國語版),UCx6l2gI7d5njjR0kiOpQDTw,48594,65,6,306
王欣晨 Amanda【UTOPIA 夢托邦】Official Music Video,UCuDZ7fWcBm3oK3exJi10PkA,1170111,2025,384,2450
《 下墜Falling》Cover ( 蔡恩雨 Priscilla Abby feat. dR. X 黃浩邦),UCSI11yVCM5x45_iiL5YcQZw,5534007,41931,725,773000
BOWZ 豹子膽 -【...夢中夢中夢中夢中... Endless Dreams】,UCSAZdUcsKr4AC5c65iA4RlA,537648,7197,81,81600
《瘋狂的朋友》CRAZY FRIENDS 陳奕迅 eason and the duo band [Official MV],UCnafe6M9Itwt08RFI51L6mw,79836,1004,31,161000
尹姝貽《逆流而上的你》【逆流而上的你 Unbeatable You OST電視劇同名片尾曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,72845,437,10,113000
馬蹄楊 Marty Young Feat.荒山亮 - 留下的人就是我 I’m Alive（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,27707,103,11,1580000
蔡徐坤 KUN [ 沒有意外 ] Official Music Video,UCCsUQXwhDj4iVlhG4VCq6Kg,206869,5083,277,1450000
梁文音 Wen Yin Liang – 《那女孩對我說》#2019還在聽,UCaBiKf7lEPz9Ytf5Ve-fLqA,6771554,31480,686,18000
王心凌 Cyndi Wang《愛的重量》Official Music Video (電視劇【愛情的開關】主題曲),UCgQ8olRhkepJWlVF9IVmPGQ,283421,3708,64,718000
張若凡《走了嗎 Shall We Leave》官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,1050195,8255,163,113000
金志遙 JIN【不要說再見Never Say Goodbye】Official Music Video,UCFtUq0ml-coWmD70Pt_urRA,26865,150,17,424000
【匆匆】Too Soon - Ferlyn G 黄晶玲 (Official Music Video),UChUmiFi9j7FRawrOFrNcCuw,19771,131,2,28300
你要不要不要拒絕我 - 34bit｜官方歌詞版 Official Lyric MV,UCzRFlyBUVHk91LBdKB12ypg,29755,146,5,6500
陳立農 Chen Linong《一半是我》Official Music Video,UC_R022JQ8NXSk7nP2t-A9aQ,353236,10633,63,23100
金玟岐《勇敢者的告別》（電影《朝花夕誓》推廣曲）Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,15226,99,3,12200
【一吻定情】心動版主題曲 「心跳的證明」MV完整版，其實直樹早就喜歡湘琴了~,UCu7XwRNn4K7Edf5ARgK0bGQ,4117498,55745,579,10400
【顏社】Leo王 - 無病呻吟 ft. 蛋堡 (Official Music Video),UCeHdCMkxJSYJEki-A87mDbg,1044212,10159,457,123000
ANU - GA GA（官方版MV）,UCEsinqZjZ11w0T9ZvyKIr6A,55968,573,37,1580000
Go Go Rise / 美好前程 - 信念 Keep The Faith (Official Audio),UCN4Kjmud00YR7yRmteivJ1g,34269,266,10,2330
陶山 Skot Suyama -【愛你 demo】Love You demo | Lyric Video,UCHJ2m6e8Lkw_m2VhRT119UQ,91562,1369,43,150000
白安ANN [ 鑽石 Diamond ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,609365,3398,47,2260000
黃妃 - 顛倒歌  [ 純歌曲官方MV ]〔 首張時空概念專輯《 我若是黃倩倩 》〕,UCvOxdn_96ij7urV4dvvv12w,40170,195,9,36300
謝和弦 R-chord - 酷 Cool (Official Music Video),UCzlbQkl8zRJW2LTW25oU0-g,2012172,11591,284,440000
[avex官方HD] 呂薔Amuyi – 相愛相傻Love & Silly 官方完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,34323,246,12,234000
孫盛希 Shi Shi feat. ØZI【曖 Tensions】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,2099018,24563,281,2510000
泰坦TITAN 《換日線The Crossing》 官方MV,UCbazriWZz7OkWfJYeAQdiqQ,142935,830,14,4440
高進 - 失控（官方版MV）- 超級犯罪網劇《失控》同名主題曲,UCEsinqZjZ11w0T9ZvyKIr6A,52315,345,20,1580000
[龍虎門] RAP N’ ROLL Vol.8 | 大衛蕭 & Dudu King & Babu X GANNNNN STUDIO【 Make It Happen 】,UCZoI9DERtNYzNa42jzNaRRg,41796,422,15,48400
容祖兒 - 戎對妝（官方歌詞版）- 電視劇《獨孤皇后》主題曲,UCEsinqZjZ11w0T9ZvyKIr6A,140647,1057,36,1580000
郁可唯 Yisa Yu - 天高（官方歌詞版）- 電視劇《獨孤皇后》 插曲,UCEsinqZjZ11w0T9ZvyKIr6A,109151,498,22,1580000
陳綺貞 Cheer Chen【跳舞吧 Loser】Official Music Video,UC9-SkdRRsaABoNvYiacFh_w,179603,1269,41,155000
【大首播】陳凱欣《老伴》官方完整版MV,UC8XxOBkde9S2A0IEbPk_4PQ,28418,58,11,129000
嚴正嵐 Vera Yen【貓走路 Lady Cat】HD 高清官方歌詞版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,25730,155,3,354000
還願 - 碼頭姑娘 (杜美心) _ Lady of the Pier (Du Mei Shin),UCWkii9yGf9ikwysIud_blCA,1479784,17969,188,848
慢慢說MURMURSHOW -《 失眠電影院 Sleepless in Theater》 Official MV,UC2WwjKfkTyByTgTtMn3EkWw,40166,760,5,15900
高進 - 綁心（官方版MV）- 超級犯罪網劇《失控》主題曲,UCEsinqZjZ11w0T9ZvyKIr6A,35312,226,11,1580000
魏允熙 - 蘭若仙蹤（官方版MV）- 電影《神探蒲松齡》推廣曲,UCEsinqZjZ11w0T9ZvyKIr6A,34660,233,12,1580000
劉潤潔《來自未來》官方 Official MV,UCzEjVCgkDj73bNHYvZmXs8A,4687,13,1,2140
伍嘉成 - 新鲜感 ' Freshness ' ft. Yamy | Official MV,UCtnHII2-3rtd_udNKXijJ-A,84251,1817,60,118000
左左右右【YZT Evolution】Official Music Video,UCQaO80zbIvkzk0hz16sb2LQ,708805,8231,615,2850
艾熱AIR–巨人MAMA 【豐華唱片official 官方MV】,UCWuxankMMiLybinHy9JgP8w,69164,839,35,194000
U.G & WHODASHI -【I BELIEVE 】ft. 陈恒嘉,UCeNUG8_s4jAxWBrbgwtpINA,41091,194,4,1140
寂寞弧度 - 黃莉Luji｜Official Music Video,UCzRFlyBUVHk91LBdKB12ypg,61940,573,7,6500
鍾楚曦 - 蘭若仙蹤（官方版MV）- 電影《神探蒲松齡》推廣曲,UCEsinqZjZ11w0T9ZvyKIr6A,37148,301,19,1580000
張靚穎 Jane Zhang - 雙生焰（官方版MV）- 電影《神探蒲松齡》主題曲,UCEsinqZjZ11w0T9ZvyKIr6A,44394,346,12,1580000
郭書瑤演唱【一吻定情】電影插曲 「I Belong To You」甜蜜上線,UCu7XwRNn4K7Edf5ARgK0bGQ,406313,5829,85,10400
《年少有為》Cover by 李芷婷Nasi｜即興ONE TAKE未修音 鋼琴Unplugged版,UCk_fUEIxvMgEypktxG8aXFg,601841,14966,169,163000
許凱皓 - '嘟嘟嘟 DuDuDu' Official Music Video,UCASyx3HfuTLsuFoxXj_qexw,969125,26998,599,221000
蔡依林 Jolin Tsai《玫瑰少年 Womxnly》Official Dance Video,UCZxdOVXIBEnJUQkhZgeOTTg,14068540,141157,1979,589000
安懂『留給昨天』【官方MV /Official Video】,UCNDX7fJGpmVmrgjtE5KjPig,66263,882,9,17900
艾文同學 - 在教室 Ft. 老莫 ILL MO [Official Lyrics Video],UCG_McV78gkS0U65DHXAePMQ,56900,1392,36,20400
容祖兒 Joey Yung《孤單喧嘩》 [Official MV],UCx6utSID8cQ4lseW0G-VLyQ,47269,609,16,73000
吳思賢 All About You [Lyrics Video],UCg4UzRSvWiOhQ4Lr1eyC1Bg,69976,1904,6,49500
這樣的你 - PiA 吳蓓雅 feat. 異鄉人｜Official Music Video,UCvElwlN8LxtQm4YUERxTs1w,21994,188,7,37600
PiA吳蓓雅 feat.異鄉人｜這樣的你 Official MV HD,UCISxpg-ujUIkA8wtCl8gtKw,99975,2051,24,10300
珂瀾 Kelan【大寶 Dear】Official Music Video,UCz-5I1ZGiXi88LdpK4AR6Vg,15402,58,4,692
馬念先 & 9m88 - 你朝我的方向走來 Walking Towards Me (Official Music Video),UCStpPtoeQUYII1Jsbl0qf8A,5281786,61479,563,1490000
Austin李建軒【全部都是你All About You】Official Music Video,UCBuFS6lsYZhfDPA9v0hhO3g,1149469,3420,67,24600
伊雪 Eishei【歇歇腳】Official Music Video,UC27Hp4jV61-LstlL5RUQoig,13085,39,4,5750
艾怡良 Eve Ai《給朱利安》Official Music Video,UCQ8cgCJLzbB-Aw4j4IOIV1A,827574,6152,77,69900
玖壹壹(Nine one one) - 男子漢的浪漫 Men’s Romance 官方MV首播,UCIYA4KPaldLA535gazqX66A,6197693,26753,950,921000
吳是閎【不說穿    電視劇《淺情人不知》片尾曲】-M/V,UCM66Qro1D_dE9L27vX9QIRA,36851,300,6,1930
房東的貓《一百個不喜歡你的方法》〔電影《一吻定情》推廣曲〕Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,305191,2728,37,12200
Eric周興哲《至少我還記得 At Least I Remember》Official Music Video,UC7S48XRADBqamQbgLxpBFcQ,13241129,61171,937,663000
楊宗緯 星（電影《流浪地球》推廣曲）Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,24786,85,6,12200
周筆暢《去流浪》〔電影《流浪地球》推廣曲〕Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,33263,158,3,12200
張立昂Marcus C《感應心電 Highway Lover 》Official Lyric Video,UCVe_k-wY7f8nxaGgnium--w,40367,1119,12,40800
[avex官方HD] 瑞瑪席丹Rima Zeidan -《邊吃巧克力邊倒立》完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,832240,1772,51,234000
Tizzy Bac - [ 暗黑博物館 ] Official Live Video,UCtG1tUFZssibYFtj46Zl6qw,42229,715,10,22200
蔡佩軒 Ariel Tsai【星宿 Starry Night】Official Music Video,UCt1g7JuMPxb1NYRvn3JCA4Q,583082,7530,107,611000
黃奕儒 Ezu X 家家JiaJia [ 私奔到月球 Elope to the Moon ]  Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,256784,1615,101,2260000
李杰明 W.M.L -【炙愛 feat. 陳忻玥 Vicky Chen】Fiery Love | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,953250,9249,95,150000
泰坦TITAN 《Got Ya Back 尬到底》Prod. by 大隸 官方MV,UCbazriWZz7OkWfJYeAQdiqQ,94826,886,58,4440
"文慧如 Boon Hui Lu [ 親愛的你 Dear, ] Official Music Video",UCRfk-Q4xILetcvG2arvMO9w,532698,6035,106,571000
王心凌 Cyndi Wang《生命中的美好缺憾》Official Music Video,UCgQ8olRhkepJWlVF9IVmPGQ,437322,5500,62,718000
Namewee's Song for Valentine's 黃明志的情人節告白歌曲【Behind Me 在我背後】@亞洲通牒 Ultimatum To Asia 2019,UCFUtqTcgJgRnmZ3tMU6P74Q,1329842,29996,302,2180000
那對夫妻 Kim林京燁 歌曲 [時間] 沙畫版MV,UC4kXdDgmzrycOUk9ONnE03w,72496,1440,6,563000
"Higher Brothers - Five Stars Album ft. ScHoolboy Q, Rich Brian, J.I.D., Soulja Boy, & more!",UCZW5lIUz93q_aZIkJPAC0IQ,412115,13796,346,3810000
屁孩 Ryan feat. T卍老濕【陷阱妹 Trap Bae】Official Music Video,UCDwZFI-o0SAnMloy7b6jH2w,5518491,64490,3601,94800
ECHO李昶俊 - I LOVE YOU TOO / Prod.麻吉弟弟 (Official Music Video),UCQcn5tIhi7NOuEm8l0HwoEA,71694,707,7,26800
HUSH - [ 鬍渣 ] Official Music Video,UCTn2cDYFfL7cP4rSX6qRzfQ,36279,330,8,11900
Eric周興哲【怎麼了 What's Wrong】- 蔡佩軒 Ariel Tsai 翻唱 MV,UCt1g7JuMPxb1NYRvn3JCA4Q,2401038,26395,942,611000
MAYDAY五月天 [ 愛情萬歲 ]  feat.伍佰 Wu Bai,UC7ovu6a8ydIbDy0fAKmoZ9A,954189,6584,88,2260000
陳綺貞 Cheer Chen【沙發海 Sofa Sea】Official Music Video,UC9-SkdRRsaABoNvYiacFh_w,673774,3697,68,155000
老王樂隊｜那些失眠的夜與難以忘懷的事 Sleepless nights and haunting memories (Official),UCCHGEzJzpPJ63AHJ9SFa6Rg,2147496,17446,184,87300
【顏社】李英宏 aka DJ Didilong - 蘆樂佛尼亞 (Official Music Video),UCeHdCMkxJSYJEki-A87mDbg,236036,4989,66,123000
Lexie Liu - Bygone (Official Audio),UCZW5lIUz93q_aZIkJPAC0IQ,142051,3904,49,3810000
