title,channel_id,view_cnt,like_cnt,dislike_cnt,subscribe_cnt
Verna曾韻璇 X 陽紹傑Soaér《Move On》 Official MV,UCnuEfEMU21v8Ml3NeNpe_LQ,220171,10169,42,1710
張韶涵 Angela Zhang［引路的風箏The Kite Leads the Way］Official video,UC5Lksw1oqe_AdKcO9MELoJA,137381,3345,111,114000
戴愛玲 Princess Ai《暫時愛著我 One More Second》Official Music Video,UCBYALHUQro_Svk1rFUrWmXg,324722,2564,44,34600
魏如萱 waa wei [ Ophelia ] Official Music Video,UC8wIQijqOBL13NQ2pHG1sUw,648029,11867,44,14400
"楊丞琳 Rainie Yang -〈刪拾 Delete, Reset〉Official HD MV",UC_fW_2QuZldcT3FhCYQ_2vw,1138621,10394,164,327000
鄭心慈 Kelly Cheng《想念是最遠的旅行 As Far As I Can Go By Missing You》Official Music Video -【天堂的微笑】片尾曲,UCjp4b34V4urWmyLXYSfyURQ,390441,2540,17,2080
林凡 Freya Lim 《如願以償 Granted》Official Music Video,UCStpPtoeQUYII1Jsbl0qf8A,100421,1480,16,1490000
張智成 Z-Chen【一首難聽的歌】HD 官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,248676,1471,39,355000
李杰明 W.M.L -【很孤單】I'm So Lonely | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,52872,1537,15,153000
J.Sheon - Soul Away 囚 (Official Music Video),UC6zFATnplJUo81fH64InI4g,443728,6590,59,153000
陳威全《解散愛》歌詞版,UCOnhqQ_brLlbOeoybRkyzMg,11087,29,3,8660
Matzka【大不了就 One More Time】Official Music Video,UC_j7cOhGt47UHABgtQ3Nmrg,32597,962,6,36700
張震嶽 ayal komod【念念不忘 Never Forgotten About Her】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,147809,3096,47,2510000
Limi - 我的夜晚是不是你的白天 (Official Music Video),UCh16MQDjZLtYzCqrH36dNYg,75093,4449,18,28900
弦子 & 朱興東《讓我們去愛》【只為遇見你 Nice to Meet You OST電視劇片尾曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,31045,281,4,118000
郭靜《只為遇見你》【只為遇見你 Nice to Meet You OST電視劇片頭曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,80469,725,10,118000
魏嘉瑩 Arrow Wei【反正孤獨才是我的朋友】Official Music Video feat 八三夭阿電 宇宙人方Q,UCl__rQRN5o5OrozeUNOOIDA,55275,1984,3,43700
Dirty Class X 蔡恩雨 Priscilla Abby《Forever Yours》官方歌詞版 Official Lyric Video,UCSI11yVCM5x45_iiL5YcQZw,105745,3599,26,780000
鼓鼓 呂思緯 [ 跪了 Freefall ] feat. Julia吳卓源 Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,792160,2362,64,2250000
邱比 CHIU PI【葉柏 PY】Official Music Video(4K),UCPcF3KTqhD67ADkukx_OeDg,17147,227,15,2510000
G.E.M.鄧紫棋【句號 Full Stop】Official Music Video,UCsLWG2t7n9LFsvH0wR2rtpw,9337865,179978,2350,2010000
吳克群 Kenji Wu《我和被愛保持距離 I'm Fine》Official Music Video,UCyh5WuLi1-mYbbUe5E9eg3A,1792651,2090,47,77200
【鄭宜農 Enno Cheng –千千萬萬 Lightyears of Solitude】Official Music Video,UC-qEXmOl78qlMa0Pgj8MkIw,113789,3789,13,20900
屁孩 Ryan【不死鳥之歌 Phoenix】Official Music Video,UCDwZFI-o0SAnMloy7b6jH2w,436537,9927,174,98400
【那種朋友】 Demo - 文慧如 Boon Hui Lu,UCRfk-Q4xILetcvG2arvMO9w,46300,991,5,571000
獅子 LION《蕭志達 Xiao Zhi Da》Official Music Video,UCX0j6mgBJIYEXdnyng3pPIQ,274025,3744,39,30000
林亭翰 Justin Lin - 不完整的再見 Incomplete Farewell（官方版MV）,UCEsinqZjZ11w0T9ZvyKIr6A,1036229,4029,64,1580000
魏如萱 waa wei [ 竊笑 Stolen Smile ] Official Music Video,UC8wIQijqOBL13NQ2pHG1sUw,102095,1724,7,14400
魏如萱 waa wei [ 陪著你 Be There for You ] Official Music Video 《用九柑仔店》插曲,UC8wIQijqOBL13NQ2pHG1sUw,189771,3165,11,14400
小春Kenzy Feat. 李英宏 aka DJ Didilong【香火 Incense】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,721476,9945,260,2510000
孫子涵 Niko Sun - 夜雨（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,18516,211,5,1580000
"魏如萱 waa wei [ 海鷗先生我愛你 Mr. Seagull, I Love You ] Official Lyric Video",UC8wIQijqOBL13NQ2pHG1sUw,94558,1888,13,14400
怕胖團PAPUN BAND《 後照鏡 》Music Video,UC7YH4dd3duJziqGEN2_SxAw,103293,3787,17,30400
蕭秉治 Xiao Bing Chih [ 再活一遍 Live Again ] Official Music Video（HIStory 3 - 那一天 片頭曲）,UC7ovu6a8ydIbDy0fAKmoZ9A,401447,3920,30,2250000
Jax Jones with Gin Lee - 《不愛浪費》MV,UCa2kD29VbGw5BAKJD2naREA,24743,356,21,408000
[avex官方HD] 孫尤安 yoanna sun -《伸縮自在的愛》feat. ØZI 完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,27351,425,18,235000
Bii 畢書盡 - 你是我之外的所有 I Mean Us（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,27167,558,3,1580000
謝和弦 R-chord  -《Save me》feat.Renée 陳嘉唯  (Official Music Video),UCzlbQkl8zRJW2LTW25oU0-g,193348,5523,63,441000
'W0LF四堅情' 邱鋒澤 FENG ZE，陳零九 NINE CHEN，黃偉晉WAYNE，小賴 LAI【兵變 Betrayal】MV,UCTKJ96FsE4sv86eSs8yNetw,1307352,36600,230,153000
吳克群 Kenji Wu《我和被愛保持距離 I’m Fine》歌詞版 MV,UCyh5WuLi1-mYbbUe5E9eg3A,16206,194,5,77200
楊丞琳 Rainie Yang -〈節日快樂 Celebration Of Oneself〉Official HD MV,UC_fW_2QuZldcT3FhCYQ_2vw,1064924,8928,198,327000
ChihSiou 持修 [ 根本不是我對手 ] Official Music Video,UCnf2OuIjllltQ-iNq1gYDlw,1194175,4053,50,5670
TRASH《希望你回來 I Don’t Wanna Say Goodbye》Official Music Video,UCuAzL0PsEngYktHkjNtJKgg,817039,21497,118,34600
路嘉欣 Jozie Lu《凡腦 My So-called Worries》Official MV【HD】,UCzlIY_B9uPngUnRMtVVaGsg,15514,170,3,122000
齊秦、馬思純、霍建華、魏大勛、張瑤、林柏宏、侯佩岑 [ 大約在冬季 Somewhere Winter ] Official Music video(電影『大約在冬季』主題曲),UCCsUQXwhDj4iVlhG4VCq6Kg,93957,804,22,1450000
A-Lin《旅．課 Passenger》Audio Video,UCURRzgKx4DkVozbOjFflMpg,141560,2263,25,171000
謝和弦 R-chord  - 【牧羊人】shepherd man  (Official Music Video),UCzlbQkl8zRJW2LTW25oU0-g,231906,5735,160,441000
鄧典 Deng Dian -《弗洛伊德 Freud》（舞蹈室版）Official Dance Video,UCFtUq0ml-coWmD70Pt_urRA,13386,88,6,426000
陳忻玥 Vicky Chen -【社會敗類 Scumbag】Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,298955,9040,32,153000
《有种爱》Official MV - 魏妙如 Ruth Kueo (致胜出击 The Good Fight 插曲),UCCI1d9tya_nkt7DwVeFbYRQ,27548,413,5,6360
陳昇 Bobby Chen【她的每一天】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,36372,522,21,2510000
蕭煌奇 Ricky Hsiao〈暫停時光 Precious Moment〉Official MV,UCjuYbqwZlqjk3saS7S2-Z_g,234231,2383,27,85500
印子月《瞬間愛戀》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,18146,128,0,118000
徐雲霄 & 何小河《如果說》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,13077,70,2,118000
MAYDAY五月天 [ 在梅邊 ] feat.王力宏 Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,486273,6584,99,2250000
黃明志 Namewee 【亞麻比 Yamabi】@亞洲通話 Calling Asia,UCFUtqTcgJgRnmZ3tMU6P74Q,227445,7866,127,2200000
徐雲霄《不如》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,14149,132,1,118000
印子月《安心》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,14512,158,3,118000
Limi - 二分之一 (Official Audio),UCh16MQDjZLtYzCqrH36dNYg,53786,1940,3,28900
Allyson 陳瑾緗 -《漿果森林 Berry Forest》Official Music Video,UCwx0C5kHxmOABOcYgUAnpZQ,14236,232,4,1670
六艾司 Lilice 小冰【我要女朋友】(Official Audio),UC3NCqDhGPeyw1Ou0DQhnfZA,117031,4928,48,119000
CosmosPeople 宇宙人 [ 你的宇宙YOUNIVERSE ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,410096,1670,20,2250000
徐雲霄 & 楊安《如果說》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,10721,96,2,118000
白安ANN [ 所愛之初 Begin of Love ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,461819,2364,28,2250000
Bii 畢書盡 - 都不是真的 Not Really（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,32183,833,8,1580000
TIA袁娅维《不亏不欠》官方MV(Official Music Video),UCFUhDDZ0O_Ee615gI4dA_oQ,285796,2174,46,15000
信 Shin【醒 We Can Go On】Official Music Video,UCgcWfH1yD6Z65U92bJfiU7g,77898,1417,14,0
鄭興 Leon Zheng【過於喧囂的孤獨 Too Loud a Solitude】Official Music Video,UCG8FsvuItdL9hKsO3g144uw,206824,4660,23,4370
玖壹壹 × 187INC謀殺有限公司 × 賴慈泓 × BCW × 草屯囝仔 × 臭屁嬰仔 × 艾文同學  × DJ T-Time【Fire 火】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,1089036,9593,655,2510000
鄭心慈 Kelly Cheng《幸福藏在哪裡 The Hidden Happiness》Official Music Video -【天堂的微笑】片頭曲,UCjp4b34V4urWmyLXYSfyURQ,340849,4362,33,2080
張智成 Z-Chen【我本來就難搞】HD 官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,179327,484,22,355000
張信哲 Jeff Chang [ 慢慢走 ] 官方完整版 MV,UC4hxafoFUs2HlbgRlvhMi0Q,1330025,889,42,14400
I Don't Know You - 小魚｜Official Lyric Video,UCvElwlN8LxtQm4YUERxTs1w,40981,1856,9,39000
印子月《Yes or No》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,16270,151,2,118000
看見妳的聲音,UCZ6ZmIhAv5ZZThYapiTunCw,67852,482,12,69400
張震嶽 ayal komod【遠走高飛 Gone Away】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,282033,4771,74,2510000
魏嘉瑩 Arrow Wei【剛剛好 的眼淚】Official Music Video,UCl__rQRN5o5OrozeUNOOIDA,619581,1553,21,43700
八三夭 831【想見你想見你想見你 Miss You 3000】電視劇『想見你』片尾曲 Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,1124592,15205,122,2510000
吳是閎【你不愛了嗎 Don't you love】 - M/V,UCM66Qro1D_dE9L27vX9QIRA,65501,519,5,1990
陳昊姝《那場雨》【哪裡有彩虹告訴我 Where is the Rainbow Tell Me OST電視劇插曲)】官方高畫質 Official HD MV,UCCZasUiMCAk7rxq4HqZjmKQ,12579,51,2,118000
林俊傑 JJ Lin 《Wonderland》 Official Music Video,UCd91HSXKhsIv8PIjNrDByHQ,700199,9518,153,1140000
袁詠琳 Cindy Yen【我相信你了 I Believe】Official Lyric MV - 電視劇「用九柑仔店」插曲,UCKUlsqazP-4QmxdEtUPlxOA,310006,837,19,1670000
楊乃文 Naiwen Yang 【貴族的輓歌 A Requiem For The Nobles】Official Music Video,UCvgowwd4EPdfzDqmXQX0vKA,315167,1562,16,0
橋本裕太Yuta Hashimoto / 春服 Harufuku 中字MV,UCFtUq0ml-coWmD70Pt_urRA,10669,136,2,426000
魏如萱 waa wei [ 恐慌症 Panic Attack ] Official Music Video,UC8wIQijqOBL13NQ2pHG1sUw,445254,2852,29,14400
[avex官方HD] 劉維 – 只是紀念 官方完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,8606,88,0,235000
少一點天份(Demo版)-張簡君偉|官方版 Official Lyrics MV,UCzRFlyBUVHk91LBdKB12ypg,16274,112,1,6520
華晨宇【與火星的孩子對話】Official 官方 MV,UCuDENeTDozuf7RcNsXgqaog,449485,17186,112,31500
唐芯 Tangxin《怎麼忘了你》Official MV 【HD】,UCzlIY_B9uPngUnRMtVVaGsg,128479,80,8,122000
陳昇 Bobby Chen【公主校花】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,64246,986,41,2510000
陳立農 Chen Linong《專屬合約》Official Music Video,UC_R022JQ8NXSk7nP2t-A9aQ,95184,6000,46,23200
田亞霍Elvis【朋友很簡單 Just Friends】Official Lyric Video,UCNdi__cyJxXiuVDP1KAfSmg,19135,511,5,115000
丁冠森《目光之吻》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,15860,96,6,118000
鼓鼓 呂思緯 [ 樂高 Lego ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,322086,942,74,2250000
PiA吳蓓雅｜星期六的晚上 lyric video,UCISxpg-ujUIkA8wtCl8gtKw,15157,283,7,10400
弦子《天空之外》【陪你到世界之巔 Gank Your Heart OST電視劇片尾曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,51819,688,5,118000
王一博《最燃的冒險》【陪你到世界之巔 Gank Your Heart OST電視劇主題曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,30384,438,4,118000
Fever_English Version - Julia Wu｜Official Music Video,UCXIfiWFXOYGpcGHY0PALO7g,42665,827,9,162000
郁可唯 Yisa Yu [ 我的城 My City ] Official Live Video,UCCsUQXwhDj4iVlhG4VCq6Kg,27435,333,1,1450000
周深【願得一心人（《鶴唳華亭》主題曲）】HD 官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,236640,1459,44,355000
Allyson 陳瑾緗 -《Gold》Official Music Video,UCwx0C5kHxmOABOcYgUAnpZQ,14571,134,4,1670
小春Kenzy【沒在怕的 Fearle$$ness】Official Music Video (4K Video),UCPcF3KTqhD67ADkukx_OeDg,531578,7867,322,2510000
李佳歡Kar Fun -《口語化Insincerity 》(Official Music Video),UCBVRZrlm8LJrK2QRBFsmnMA,250073,1275,16,1440
張韶涵Angela Zhang【還 Return】Official Lyrics video,UC5Lksw1oqe_AdKcO9MELoJA,45517,1197,8,114000
《我的世代》- 羅志祥Show Lo  (Cover Remix by C.T.O J.Win李振緯),UC8Dh3TZrwCM9jOjb-xDyHnA,17436,456,8,11600
李友廷 Yo Lee、吳霏 Fei、楊碧琪 Becky | 偽裝 Pretend (Official),UCtYjRhIDoaXqCTDyodYv6VQ,254839,8005,44,88900
J.Sheon - Ballad 輸情歌 (Official Music Video),UC6zFATnplJUo81fH64InI4g,1591320,25650,232,153000
佛跳牆 BUDDHA JUMP《關你屁事 None Of Your Business》Official Music Video,UC770sFWzLmJ38nHX6NTunow,91964,566,9,8170
吳青峰〈我在原地等你〉（電影【我在原地等你】同名主題曲）,UCDBKa4DLm_t3MjUgr_E-RDA,312344,4395,64,109000
Night Keepers守夜人樂團 [ 活在自己的世界 In My Universe ] MV,UCOlupgA2QVdAljxtJCoP6Hg,358409,4776,98,25500
彭佳慧 Julia Peng《流年》Music Video - 網絡劇『明月照我心』插曲,UCqrwuyW3vq1G5VhP2JXh3Pg,5804,72,5,22000
曾淑勤 Avai《九路巴士 Bus No.9》Official MV【HD】,UCzlIY_B9uPngUnRMtVVaGsg,15952,40,4,122000
RPG - 你說你是最美的花 Kittylicious (official Video),UCiCwyeUVo66so3iIMCNNgnA,27059,631,7,20500
陳威全《不荒》歌詞版,UCOnhqQ_brLlbOeoybRkyzMg,13009,66,2,8660
齊秦&莫文蔚 [ 可惜了 Too Bad ] Official Music video(電影『大約在冬季』主題片尾曲),UCCsUQXwhDj4iVlhG4VCq6Kg,729087,7817,192,1450000
林采欣 Bae【繭 Cocoon】Official Music Video,UC5CTH2h-cEHHxAeu7pbj9GA,21573,202,0,0
蕭秉治 Xiao Bing Chih [ Miss Incredible ] Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,96075,1537,12,2250000
MAYDAY五月天 [ 玫瑰少年 Womxnly ] feat.蔡依林 Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,2290022,30595,332,2250000
吳克群 Kenji Wu《後勁 Stamina》Official Music Video,UCyh5WuLi1-mYbbUe5E9eg3A,753117,3699,52,77200
陳昇 Bobby Chen【一直以來 Always】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,49800,862,26,2510000
Haor許書豪 ft. VChuan陳威全【路轉人不轉 Dream Walker】Official Music Video,UCk7MIOhQmKRBzftMhKLlJgQ,33172,456,3,19300
Allyson 陳瑾緗 -《哈哈 Ha Ha》Official Music Video,UCwx0C5kHxmOABOcYgUAnpZQ,19024,135,11,1670
"CHING G SQUAD -【SAME FLIGHT】 M/V (婁峻碩SHOU,ChrisFlow唐仲彣,高爾宣OSN,RĒD°芮德)",UCXun_5xw72M8d6KwOq1QC9g,339917,7722,68,35500
【顏社】春艷 - Coco (Official Audio),UCeHdCMkxJSYJEki-A87mDbg,122345,3185,19,124000
安妮朵拉 Anniedora  - 證明題 Proof (官方歌詞 Lyric MV),UCwBGuk_VkP060L2HXaK5OvA,3088,33,1,98
小男孩樂團 Men Envy Children【站在你的左邊 Standing On Your Left】華視「守著陽光守著你」插曲 Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,235571,3232,35,2510000
Fever - Julia Wu 吳卓源｜Official Music Video,UCXIfiWFXOYGpcGHY0PALO7g,344205,6503,63,162000
房東的貓 feat. 沈以誠 - 談戀愛前不如先養貓,UCzxpL4uverHpcLaheHEOzGA,123140,1985,11,16600
吳青峰〈失憶鎮 The Forgotten Town〉Official MV,UCDBKa4DLm_t3MjUgr_E-RDA,548049,4768,60,109000
胡夏   《悠然見南山》電影同名主題曲 Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,12312,16,0,12300
[avex官方HD] JADE - 塞Tuck 官方完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,63378,312,8,235000
Marz23 ft. TYSON YOSHI -【寂寞男孩lonely boy】(Audio),UCtN4KlUZKixA-hJOdZXGAHQ,478021,9057,47,34300
戴愛玲 Princess Ai《失物招領 Lost and Found》Official Music Video - 電視劇「用九柑仔店」片尾曲,UCBYALHUQro_Svk1rFUrWmXg,123797,323,8,34600
威視電影【陪你很久很久】電影主題曲《陪你很久很久》 (10.25 青春住了你),UC473xlhZEHOC9fakH_WXSnQ,174300,1625,16,17000
邱鋒澤 FENG ZE 『預言家』' Prophet ' Official Music Video,UCTKJ96FsE4sv86eSs8yNetw,1154401,21502,164,153000
"邱鋒澤 FENG ZE, 陳零九 NINE CHEN 『那曾經』' Those Days '  OFFICIAL AUDIO",UCTKJ96FsE4sv86eSs8yNetw,547221,8549,40,153000
[avex官方HD] 孫尤安 yoanna sun -《Drink-Drink-Drink》feat. 國蛋 GorDoN 完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,42152,696,59,235000
Suby Cheng鄭舒尹 - Take Me There（官方版MV）,UCEsinqZjZ11w0T9ZvyKIr6A,15530,110,7,1580000
張震嶽 ayal komod【貪心 Greed】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,448287,6601,124,2510000
TIA袁娅维《呃》官方MV(Official Music Video),UCFUhDDZ0O_Ee615gI4dA_oQ,17354,277,5,15000
李杰明 W.M.L -【去你的快樂】F Your Happiness | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,144611,3535,37,153000
盧一辰 Luyi [ 我想我很想很想你 Miss You So Much ] Official Music video(電影《帥T空姐》主題曲),UCCsUQXwhDj4iVlhG4VCq6Kg,128081,1224,29,1450000
白安ANN [ 吾愛無愛 Loveless ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,690363,4315,77,2250000
CoCo  Lee 李玟 Fancy (Official HD MV),UCbsOWv8B8hVH8JxgJjmqc_A,226089,4586,187,28200
孫盛希 Shi Shi【Let Me Fall】電影『聖人大盜 』片尾曲 Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,252583,4501,37,2510000
許莉潔 ZJ Hsu 療傷共鳴情歌【痊癒Healing 】 Official Music Video,UCnCaZrcYtQ_nYuW7_4eQdDA,478340,2891,24,67000
陳珊妮 Sandee Chan - 玉女穿梭 Fair Lady Works Shuttle ft. 鍾玉鳳Chung YuFeng (Official Music Video),UC945VeRnnvcRLWkAMyW_iwA,40767,1319,11,19600
曾沛慈 Pets Tseng《我在你家樓下等你 Waiting For》Official Music Video,UC8CEtxKYs-TjTTxl1--7Xmw,251827,2508,20,0
印子月 & Young-G《拜託拜託》【竹馬鋼琴師 Childhood Sweethearts Pianist OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,14797,147,7,118000
八三夭831【不搖滾】feat. 房東的貓 Official Music Video,UCaPW6qDNWLlhDdSmfW7MTPw,1296530,12386,119,74900
MAYDAY五月天 [ 倔強 Persistence ] feat.周杰倫 Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,2191762,21149,399,2250000
[avex官方HD] 盧子杰 James Lu – 14 (Feat. 屁孩Ryan & 柯政宏) 官方歌詞版MV,UCH1AHDav6J-2XYkl243Uj3Q,1285760,18513,168,235000
黃明志Namewee【哥抽菸 Ain’t A Cigarette】@亞洲通話 Calling Asia,UCFUtqTcgJgRnmZ3tMU6P74Q,2905308,37877,1675,2200000
大支/Dwagie【霸凌王/Tryna Bully】,UCOg5bW6zcbvji5K4BRvQCUw,137930,8410,215,141000
张靓颖-星途 MV|Jane Zhang-Exeed(Official Music Video),UCqCKCd2zu1Kwi9SdPnsOBbQ,97736,1987,44,90500
张靓颖-一心一爱 MV|Jane Zhang-One Heart One Love(Official Music Video),UCqCKCd2zu1Kwi9SdPnsOBbQ,27960,704,5,90500
好樂團 GoodBand ─ 反正存不了錢，那就再買一件（feat. 蔡哥 & 曹小歐） Official Music Video,UCyhTOPmMeUL4inFgjaA4QxA,143040,7420,69,71000
田亞霍Elvis  Feat. 小賴 賴晏駒【是誰忍心刀了我 Who bears to knife me?】Official Music Video,UCNdi__cyJxXiuVDP1KAfSmg,405936,9406,234,115000
妮可醬 NekoJam【有鬼 feat. 黃鴻升This Way feat. Alien Huang】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,30532,440,29,2510000
方泂鑌（A-Bin）&秦宇子【五月雪】HD 官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,36930,345,10,355000
楊乃文 Naiwen Yang 【悔過書 Repentance】Official Music Video,UCvgowwd4EPdfzDqmXQX0vKA,354955,1772,27,0
張立昂Marcus C - 我們之間 Between Us 2.0 ( DJ Ken Lin Remix ) Official Audio,UCVe_k-wY7f8nxaGgnium--w,30767,763,1,40900
怕胖團PAPUN BAND《 2049 》Music Video,UC7YH4dd3duJziqGEN2_SxAw,123396,785,15,30400
李佳歡Kar Fun -《過期了Expired 》(Official Music Video),UCBVRZrlm8LJrK2QRBFsmnMA,326596,2010,29,1440
魏嘉瑩 Arrow Wei【我還是不懂】Official Music Video（HIStory3 那一天 片尾曲）,UCl__rQRN5o5OrozeUNOOIDA,1208508,5246,52,43700
鄧倫、阿蘭 - 等愛（官方歌詞版）- 電視劇《海棠經雨胭脂透》片尾曲,UCEsinqZjZ11w0T9ZvyKIr6A,92857,877,20,1580000
陳昇 Bobby Chen【七天 Seven Days】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,85008,1469,46,2510000
蔡旻佑 Evan Yo《誰不想太多 Jealousy Syndrome》Official Music Video,UCQUsot01jVvJCPkdr7kymOA,103614,1901,19,5220
張孟權JMC -《跟屁蟲Lovely Guy》(Official Lyric MV),UCBVRZrlm8LJrK2QRBFsmnMA,6645,188,3,1440
黃奕儒Ezu [ 鬥陣 ] 2019年WBSC世界12強棒球錦標賽中華隊應援曲,UC7ovu6a8ydIbDy0fAKmoZ9A,256316,1732,19,2250000
眼鏡仔,UCleo-V4Ewm-t8u_cOOqlt6g,108135,1495,90,2260
周筆暢Bibi Zhou 《女流》官方版MV  月亮的潮汐引發的瘋狂 | 《LUNAR》,UCuQ1Xg05DTXtvSAHY891WFg,57651,398,53,2040
9m88 - 如果可以 If I Could (Official MV),UCo95y8CD2JpOR5eePxB1a7w,239202,5454,93,68500
Sam Lin -《若你幸福》Official Music Video (首播抒情主打),UCo8MDVxK7vZywaz93EoVk3w,101883,2646,26,148000
馬思純 Sandra Ma [ 安然 ] Official Music video(電影『大約在冬季』宣傳曲),UCCsUQXwhDj4iVlhG4VCq6Kg,19485,242,7,1450000
橋本裕太Yuta Hashimoto /  飄呀飄呀,UCFtUq0ml-coWmD70Pt_urRA,6468,126,7,426000
