title,channel_id,view_cnt,like_cnt,dislike_cnt,subscribe_cnt
大支/Dwagie Feat.異鄉人/Br/Jimix【偷吃】Official Music Video,UCOg5bW6zcbvji5K4BRvQCUw,110187,2495,95,143000
佛跳牆 BUDDHA JUMP《可有可無 Nonessential》Official Music Video,UC770sFWzLmJ38nHX6NTunow,536935,2012,21,8380
Allyson 陳瑾緗 -《公主病 Princess》Official Music Video,UCwx0C5kHxmOABOcYgUAnpZQ,13211,177,7,1680
陸虎、黃雅莉、Max馬俊 - 你就是光 You Are The Light（良業城市夜遊推廣曲）Official MV,UCs1wQOl6pWZ4jUn00-x3rJA,13978,72,2,39
JC 說散不散 Official Lyrics Video,UCCcL0bN9tQb1u8xzTqJJzBA,22998,322,17,38100
noovy - 《心絲蟲 Heartworm》Official Music Video,UCbCBuaWvHQH1X1hhLRgBW6g,207315,1109,38,13000
林亭翰 Justin Lin - 寒暄 Small talk（官方版MV）,UCEsinqZjZ11w0T9ZvyKIr6A,42644,787,17,1580000
Things Things Things - Julia Wu 吳卓源｜Official Music Video,UCXIfiWFXOYGpcGHY0PALO7g,1119509,9283,120,162000
盧廣仲 Crowd Lu【善良的眼鏡 Kind Glasses】Official Music Video,UC9-SkdRRsaABoNvYiacFh_w,136556,5266,46,155000
小男孩樂團 Men Envy Children【Rise and Shine】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,53935,1253,26,2510000
UNINE -《SET IT OFF》Official Music Video,UCFtUq0ml-coWmD70Pt_urRA,76112,6718,49,427000
信 Shin【上了癮   Addicted】Official Music Video,UCgcWfH1yD6Z65U92bJfiU7g,46027,851,8,0
黃鴻升 Alien Huang【PLAN B】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,35987,550,33,2510000
李凱馨《I’m Happy》Official Video,UCMxXZDr0XZHSgGP09Q0zS3w,36360,1196,8,12700
Limi - 白雲間(Official Audio),UCh16MQDjZLtYzCqrH36dNYg,35434,1525,7,29000
Suming舒米恩【我想做個夢】Official Video,UCtQOMAVHmJuqGPq-tpckXrA,54903,1807,11,13400
Verna曾韻璇 X 陽紹傑Soaér《Move On》 Official MV,UCnuEfEMU21v8Ml3NeNpe_LQ,226476,10252,44,1720
張韶涵 Angela Zhang［引路的風箏The Kite Leads the Way］Official video,UC5Lksw1oqe_AdKcO9MELoJA,140075,3367,112,114000
戴愛玲 Princess Ai《暫時愛著我 One More Second》Official Music Video,UCBYALHUQro_Svk1rFUrWmXg,338131,2602,45,34700
魏如萱 waa wei [ Ophelia ] Official Music Video,UC8wIQijqOBL13NQ2pHG1sUw,679192,12247,46,15000
"楊丞琳 Rainie Yang -〈刪拾 Delete, Reset〉Official HD MV",UC_fW_2QuZldcT3FhCYQ_2vw,1162903,10619,170,327000
鄭心慈 Kelly Cheng《想念是最遠的旅行 As Far As I Can Go By Missing You》Official Music Video -【天堂的微笑】片尾曲,UCjp4b34V4urWmyLXYSfyURQ,479298,2735,18,2240
林凡 Freya Lim 《如願以償 Granted》Official Music Video,UCStpPtoeQUYII1Jsbl0qf8A,108676,1543,17,1490000
張智成 Z-Chen【一首難聽的歌】HD 官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,263470,1727,43,355000
李杰明 W.M.L -【很孤單】I'm So Lonely | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,55204,1558,17,154000
J.Sheon - Soul Away 囚 (Official Music Video),UC6zFATnplJUo81fH64InI4g,462412,6730,62,154000
陳威全《解散愛》歌詞版,UCOnhqQ_brLlbOeoybRkyzMg,11728,30,3,8660
Matzka【大不了就 One More Time】Official Music Video,UC_j7cOhGt47UHABgtQ3Nmrg,34741,1016,8,36700
張震嶽 ayal komod【念念不忘 Never Forgotten About Her】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,151943,3121,47,2510000
Limi - 我的夜晚是不是你的白天 (Official Music Video),UCh16MQDjZLtYzCqrH36dNYg,76897,4464,18,29000
弦子 & 朱興東《讓我們去愛》【只為遇見你 Nice to Meet You OST電視劇片尾曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,33584,303,4,119000
郭靜《只為遇見你》【只為遇見你 Nice to Meet You OST電視劇片頭曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,85546,749,10,119000
魏嘉瑩 Arrow Wei【反正孤獨才是我的朋友】Official Music Video feat 八三夭阿電 宇宙人方Q,UCl__rQRN5o5OrozeUNOOIDA,57208,2013,3,44300
Dirty Class X 蔡恩雨 Priscilla Abby《Forever Yours》官方歌詞版 Official Lyric Video,UCSI11yVCM5x45_iiL5YcQZw,110006,3615,27,781000
鼓鼓 呂思緯 [ 跪了 Freefall ] feat. Julia吳卓源 Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,867990,2569,71,2250000
邱比 CHIU PI【葉柏 PY】Official Music Video(4K),UCPcF3KTqhD67ADkukx_OeDg,17565,229,17,2510000
G.E.M.鄧紫棋【句號 Full Stop】Official Music Video,UCsLWG2t7n9LFsvH0wR2rtpw,9942788,186150,2443,2020000
吳克群 Kenji Wu《我和被愛保持距離 I'm Fine》Official Music Video,UCyh5WuLi1-mYbbUe5E9eg3A,1806656,2147,54,77300
【鄭宜農 Enno Cheng –千千萬萬 Lightyears of Solitude】Official Music Video,UC-qEXmOl78qlMa0Pgj8MkIw,118565,3840,13,21000
屁孩 Ryan【不死鳥之歌 Phoenix】Official Music Video,UCDwZFI-o0SAnMloy7b6jH2w,448356,9978,179,98900
【那種朋友】 Demo - 文慧如 Boon Hui Lu,UCRfk-Q4xILetcvG2arvMO9w,47406,1002,5,571000
獅子 LION《蕭志達 Xiao Zhi Da》Official Music Video,UCX0j6mgBJIYEXdnyng3pPIQ,281664,3786,40,30100
林亭翰 Justin Lin - 不完整的再見 Incomplete Farewell（官方版MV）,UCEsinqZjZ11w0T9ZvyKIr6A,1057363,4133,66,1580000
魏如萱 waa wei [ 竊笑 Stolen Smile ] Official Music Video,UC8wIQijqOBL13NQ2pHG1sUw,113269,1837,7,15000
魏如萱 waa wei [ 陪著你 Be There for You ] Official Music Video 《用九柑仔店》插曲,UC8wIQijqOBL13NQ2pHG1sUw,208681,3382,12,15000
小春Kenzy Feat. 李英宏 aka DJ Didilong【香火 Incense】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,741841,10025,264,2510000
孫子涵 Niko Sun - 夜雨（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,18839,212,5,1580000
"魏如萱 waa wei [ 海鷗先生我愛你 Mr. Seagull, I Love You ] Official Lyric Video",UC8wIQijqOBL13NQ2pHG1sUw,98873,1926,13,15000
怕胖團PAPUN BAND《 後照鏡 》Music Video,UC7YH4dd3duJziqGEN2_SxAw,120986,3841,18,30500
蕭秉治 Xiao Bing Chih [ 再活一遍 Live Again ] Official Music Video（HIStory 3 - 那一天 片頭曲）,UC7ovu6a8ydIbDy0fAKmoZ9A,409248,4003,30,2250000
Jax Jones with Gin Lee - 《不愛浪費》MV,UCa2kD29VbGw5BAKJD2naREA,25512,365,21,408000
[avex官方HD] 孫尤安 yoanna sun -《伸縮自在的愛》feat. ØZI 完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,28014,431,18,235000
Bii 畢書盡 - 你是我之外的所有 I Mean Us（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,28155,567,4,1580000
謝和弦 R-chord  -《Save me》feat.Renée 陳嘉唯  (Official Music Video),UCzlbQkl8zRJW2LTW25oU0-g,199314,5575,69,443000
'W0LF四堅情' 邱鋒澤 FENG ZE，陳零九 NINE CHEN，黃偉晉WAYNE，小賴 LAI【兵變 Betrayal】MV,UCTKJ96FsE4sv86eSs8yNetw,1378591,37029,238,154000
吳克群 Kenji Wu《我和被愛保持距離 I’m Fine》歌詞版 MV,UCyh5WuLi1-mYbbUe5E9eg3A,16441,194,5,77300
楊丞琳 Rainie Yang -〈節日快樂 Celebration Of Oneself〉Official HD MV,UC_fW_2QuZldcT3FhCYQ_2vw,1083541,9059,201,327000
ChihSiou 持修 [ 根本不是我對手 ] Official Music Video,UCnf2OuIjllltQ-iNq1gYDlw,1202407,4214,53,6130
TRASH《希望你回來 I Don’t Wanna Say Goodbye》Official Music Video,UCuAzL0PsEngYktHkjNtJKgg,858802,21996,122,35000
路嘉欣 Jozie Lu《凡腦 My So-called Worries》Official MV【HD】,UCzlIY_B9uPngUnRMtVVaGsg,15806,174,3,122000
齊秦、馬思純、霍建華、魏大勛、張瑤、林柏宏、侯佩岑 [ 大約在冬季 Somewhere Winter ] Official Music video(電影『大約在冬季』主題曲),UCCsUQXwhDj4iVlhG4VCq6Kg,96874,828,23,1450000
A-Lin《旅．課 Passenger》Audio Video,UCURRzgKx4DkVozbOjFflMpg,148845,2298,28,171000
謝和弦 R-chord  - 【牧羊人】shepherd man  (Official Music Video),UCzlbQkl8zRJW2LTW25oU0-g,243078,5849,189,443000
鄧典 Deng Dian -《弗洛伊德 Freud》（舞蹈室版）Official Dance Video,UCFtUq0ml-coWmD70Pt_urRA,13595,90,7,427000
陳忻玥 Vicky Chen -【社會敗類 Scumbag】Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,311753,9149,33,154000
《有种爱》Official MV - 魏妙如 Ruth Kueo (致胜出击 The Good Fight 插曲),UCCI1d9tya_nkt7DwVeFbYRQ,29451,438,6,6380
陳昇 Bobby Chen【她的每一天】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,37299,526,21,2510000
蕭煌奇 Ricky Hsiao〈暫停時光 Precious Moment〉Official MV,UCjuYbqwZlqjk3saS7S2-Z_g,244116,2409,29,85600
印子月《瞬間愛戀》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,18668,135,0,119000
徐雲霄 & 何小河《如果說》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,13537,72,2,119000
MAYDAY五月天 [ 在梅邊 ] feat.王力宏 Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,504808,6624,103,2250000
黃明志 Namewee 【亞麻比 Yamabi】@亞洲通話 Calling Asia,UCFUtqTcgJgRnmZ3tMU6P74Q,231803,7990,130,2210000
徐雲霄《不如》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,14395,138,2,119000
印子月《安心》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,15739,169,3,119000
Limi - 二分之一 (Official Audio),UCh16MQDjZLtYzCqrH36dNYg,55464,1949,3,29000
Allyson 陳瑾緗 -《漿果森林 Berry Forest》Official Music Video,UCwx0C5kHxmOABOcYgUAnpZQ,14424,234,4,1680
六艾司 Lilice 小冰【我要女朋友】(Official Audio),UC3NCqDhGPeyw1Ou0DQhnfZA,118297,4946,50,119000
CosmosPeople 宇宙人 [ 你的宇宙YOUNIVERSE ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,412178,1690,20,2250000
徐雲霄 & 楊安《如果說》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,11041,101,2,119000
白安ANN [ 所愛之初 Begin of Love ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,466094,2386,28,2250000
Bii 畢書盡 - 都不是真的 Not Really（官方歌詞版）,UCEsinqZjZ11w0T9ZvyKIr6A,32911,840,8,1580000
TIA袁娅维《不亏不欠》官方MV(Official Music Video),UCFUhDDZ0O_Ee615gI4dA_oQ,294013,2248,48,15100
信 Shin【醒 We Can Go On】Official Music Video,UCgcWfH1yD6Z65U92bJfiU7g,79307,1423,14,0
鄭興 Leon Zheng【過於喧囂的孤獨 Too Loud a Solitude】Official Music Video,UCG8FsvuItdL9hKsO3g144uw,213211,4769,29,4410
玖壹壹 × 187INC謀殺有限公司 × 賴慈泓 × BCW × 草屯囝仔 × 臭屁嬰仔 × 艾文同學  × DJ T-Time【Fire 火】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,1125652,9655,660,2510000
鄭心慈 Kelly Cheng《幸福藏在哪裡 The Hidden Happiness》Official Music Video -【天堂的微笑】片頭曲,UCjp4b34V4urWmyLXYSfyURQ,502899,4651,39,2240
張智成 Z-Chen【我本來就難搞】HD 官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,180087,500,23,355000
張信哲 Jeff Chang [ 慢慢走 ] 官方完整版 MV,UC4hxafoFUs2HlbgRlvhMi0Q,1334832,903,42,14400
I Don't Know You - 小魚｜Official Lyric Video,UCvElwlN8LxtQm4YUERxTs1w,41868,1863,9,39200
印子月《Yes or No》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,16669,152,2,119000
看見妳的聲音,UCZ6ZmIhAv5ZZThYapiTunCw,74402,498,12,69500
張震嶽 ayal komod【遠走高飛 Gone Away】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,287375,4794,75,2510000
魏嘉瑩 Arrow Wei【剛剛好 的眼淚】Official Music Video,UCl__rQRN5o5OrozeUNOOIDA,622207,1560,21,44300
八三夭 831【想見你想見你想見你 Miss You 3000】電視劇『想見你』片尾曲 Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,1232801,15787,134,2510000
吳是閎【你不愛了嗎 Don't you love】 - M/V,UCM66Qro1D_dE9L27vX9QIRA,66855,531,5,1990
陳昊姝《那場雨》【哪裡有彩虹告訴我 Where is the Rainbow Tell Me OST電視劇插曲)】官方高畫質 Official HD MV,UCCZasUiMCAk7rxq4HqZjmKQ,13047,51,2,119000
林俊傑 JJ Lin 《Wonderland》 Official Music Video,UCd91HSXKhsIv8PIjNrDByHQ,707298,9574,154,1140000
袁詠琳 Cindy Yen【我相信你了 I Believe】Official Lyric MV - 電視劇「用九柑仔店」插曲,UCKUlsqazP-4QmxdEtUPlxOA,312405,860,19,1680000
楊乃文 Naiwen Yang 【貴族的輓歌 A Requiem For The Nobles】Official Music Video,UCvgowwd4EPdfzDqmXQX0vKA,316298,1572,17,0
橋本裕太Yuta Hashimoto / 春服 Harufuku 中字MV,UCFtUq0ml-coWmD70Pt_urRA,10669,136,2,427000
魏如萱 waa wei [ 恐慌症 Panic Attack ] Official Music Video,UC8wIQijqOBL13NQ2pHG1sUw,448871,2886,29,15000
[avex官方HD] 劉維 – 只是紀念 官方完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,8652,89,0,235000
少一點天份(Demo版)-張簡君偉|官方版 Official Lyrics MV,UCzRFlyBUVHk91LBdKB12ypg,16502,112,1,6520
華晨宇【與火星的孩子對話】Official 官方 MV,UCuDENeTDozuf7RcNsXgqaog,464864,17440,110,32100
唐芯 Tangxin《怎麼忘了你》Official MV 【HD】,UCzlIY_B9uPngUnRMtVVaGsg,126233,81,8,122000
陳昇 Bobby Chen【公主校花】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,65077,999,41,2510000
陳立農 Chen Linong《專屬合約》Official Music Video,UC_R022JQ8NXSk7nP2t-A9aQ,97605,6046,46,23200
田亞霍Elvis【朋友很簡單 Just Friends】Official Lyric Video,UCNdi__cyJxXiuVDP1KAfSmg,19509,516,5,115000
丁冠森《目光之吻》【陪你到世界之巔 Gank Your Heart OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,16033,98,6,119000
鼓鼓 呂思緯 [ 樂高 Lego ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,323815,984,76,2250000
PiA吳蓓雅｜星期六的晚上 lyric video,UCISxpg-ujUIkA8wtCl8gtKw,15359,283,7,10400
弦子《天空之外》【陪你到世界之巔 Gank Your Heart OST電視劇片尾曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,55799,733,6,119000
王一博《最燃的冒險》【陪你到世界之巔 Gank Your Heart OST電視劇主題曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,31661,456,4,119000
Fever_English Version - Julia Wu｜Official Music Video,UCXIfiWFXOYGpcGHY0PALO7g,44714,835,9,162000
郁可唯 Yisa Yu [ 我的城 My City ] Official Live Video,UCCsUQXwhDj4iVlhG4VCq6Kg,27435,333,1,1450000
周深【願得一心人（《鶴唳華亭》主題曲）】HD 官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,244359,1493,44,355000
Allyson 陳瑾緗 -《Gold》Official Music Video,UCwx0C5kHxmOABOcYgUAnpZQ,14571,134,4,1680
小春Kenzy【沒在怕的 Fearle$$ness】Official Music Video (4K Video),UCPcF3KTqhD67ADkukx_OeDg,537507,7885,323,2510000
李佳歡Kar Fun -《口語化Insincerity 》(Official Music Video),UCBVRZrlm8LJrK2QRBFsmnMA,253477,1284,16,1440
張韶涵Angela Zhang【還 Return】Official Lyrics video,UC5Lksw1oqe_AdKcO9MELoJA,45699,1198,9,114000
《我的世代》- 羅志祥Show Lo  (Cover Remix by C.T.O J.Win李振緯),UC8Dh3TZrwCM9jOjb-xDyHnA,17625,459,9,11600
李友廷 Yo Lee、吳霏 Fei、楊碧琪 Becky | 偽裝 Pretend (Official),UCtYjRhIDoaXqCTDyodYv6VQ,258151,8030,45,88900
J.Sheon - Ballad 輸情歌 (Official Music Video),UC6zFATnplJUo81fH64InI4g,1662748,26239,245,154000
佛跳牆 BUDDHA JUMP《關你屁事 None Of Your Business》Official Music Video,UC770sFWzLmJ38nHX6NTunow,92389,574,9,8380
吳青峰〈我在原地等你〉（電影【我在原地等你】同名主題曲）,UCDBKa4DLm_t3MjUgr_E-RDA,315405,4410,64,110000
Night Keepers守夜人樂團 [ 活在自己的世界 In My Universe ] MV,UCOlupgA2QVdAljxtJCoP6Hg,362444,4810,101,25700
彭佳慧 Julia Peng《流年》Music Video - 網絡劇『明月照我心』插曲,UCqrwuyW3vq1G5VhP2JXh3Pg,6480,74,5,22100
曾淑勤 Avai《九路巴士 Bus No.9》Official MV【HD】,UCzlIY_B9uPngUnRMtVVaGsg,16046,41,4,122000
RPG - 你說你是最美的花 Kittylicious (official Video),UCiCwyeUVo66so3iIMCNNgnA,27229,630,7,20500
陳威全《不荒》歌詞版,UCOnhqQ_brLlbOeoybRkyzMg,13264,66,2,8660
齊秦&莫文蔚 [ 可惜了 Too Bad ] Official Music video(電影『大約在冬季』主題片尾曲),UCCsUQXwhDj4iVlhG4VCq6Kg,743127,7861,193,1450000
林采欣 Bae【繭 Cocoon】Official Music Video,UC5CTH2h-cEHHxAeu7pbj9GA,22065,203,0,0
蕭秉治 Xiao Bing Chih [ Miss Incredible ] Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,99138,1542,14,2250000
MAYDAY五月天 [ 玫瑰少年 Womxnly ] feat.蔡依林 Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,2350998,30807,337,2250000
吳克群 Kenji Wu《後勁 Stamina》Official Music Video,UCyh5WuLi1-mYbbUe5E9eg3A,755356,3708,52,77300
陳昇 Bobby Chen【一直以來 Always】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,50324,865,26,2510000
Haor許書豪 ft. VChuan陳威全【路轉人不轉 Dream Walker】Official Music Video,UCk7MIOhQmKRBzftMhKLlJgQ,33172,456,3,19300
Allyson 陳瑾緗 -《哈哈 Ha Ha》Official Music Video,UCwx0C5kHxmOABOcYgUAnpZQ,19209,135,11,1680
"CHING G SQUAD -【SAME FLIGHT】 M/V (婁峻碩SHOU,ChrisFlow唐仲彣,高爾宣OSN,RĒD°芮德)",UCXun_5xw72M8d6KwOq1QC9g,349233,7766,69,35700
【顏社】春艷 - Coco (Official Audio),UCeHdCMkxJSYJEki-A87mDbg,126390,3207,19,124000
安妮朵拉 Anniedora  - 證明題 Proof (官方歌詞 Lyric MV),UCwBGuk_VkP060L2HXaK5OvA,3127,33,1,98
小男孩樂團 Men Envy Children【站在你的左邊 Standing On Your Left】華視「守著陽光守著你」插曲 Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,239284,3245,35,2510000
Fever - Julia Wu 吳卓源｜Official Music Video,UCXIfiWFXOYGpcGHY0PALO7g,348137,6534,63,162000
房東的貓 feat. 沈以誠 - 談戀愛前不如先養貓,UCzxpL4uverHpcLaheHEOzGA,124896,1994,11,16600
吳青峰〈失憶鎮 The Forgotten Town〉Official MV,UCDBKa4DLm_t3MjUgr_E-RDA,550112,4782,61,110000
胡夏   《悠然見南山》電影同名主題曲 Official Music Video,UCkwBGi-PNfJFCPmvFzrbEPA,12312,16,0,12300
[avex官方HD] JADE - 塞Tuck 官方完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,99204,328,8,235000
Marz23 ft. TYSON YOSHI -【寂寞男孩lonely boy】(Audio),UCtN4KlUZKixA-hJOdZXGAHQ,496987,9145,49,35200
戴愛玲 Princess Ai《失物招領 Lost and Found》Official Music Video - 電視劇「用九柑仔店」片尾曲,UCBYALHUQro_Svk1rFUrWmXg,124755,327,8,34700
威視電影【陪你很久很久】電影主題曲《陪你很久很久》 (10.25 青春住了你),UC473xlhZEHOC9fakH_WXSnQ,175260,1629,16,17000
邱鋒澤 FENG ZE 『預言家』' Prophet ' Official Music Video,UCTKJ96FsE4sv86eSs8yNetw,1205443,21973,170,154000
"邱鋒澤 FENG ZE, 陳零九 NINE CHEN 『那曾經』' Those Days '  OFFICIAL AUDIO",UCTKJ96FsE4sv86eSs8yNetw,572067,8607,40,154000
[avex官方HD] 孫尤安 yoanna sun -《Drink-Drink-Drink》feat. 國蛋 GorDoN 完整版MV,UCH1AHDav6J-2XYkl243Uj3Q,42152,696,59,235000
Suby Cheng鄭舒尹 - Take Me There（官方版MV）,UCEsinqZjZ11w0T9ZvyKIr6A,15616,112,7,1580000
張震嶽 ayal komod【貪心 Greed】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,454402,6628,124,2510000
TIA袁娅维《呃》官方MV(Official Music Video),UCFUhDDZ0O_Ee615gI4dA_oQ,17648,281,5,15100
李杰明 W.M.L -【去你的快樂】F Your Happiness | Official MV,UCHJ2m6e8Lkw_m2VhRT119UQ,147802,3569,38,154000
盧一辰 Luyi [ 我想我很想很想你 Miss You So Much ] Official Music video(電影《帥T空姐》主題曲),UCCsUQXwhDj4iVlhG4VCq6Kg,134558,1282,30,1450000
白安ANN [ 吾愛無愛 Loveless ] Official Music Video,UC7ovu6a8ydIbDy0fAKmoZ9A,694637,4327,78,2250000
CoCo  Lee 李玟 Fancy (Official HD MV),UCbsOWv8B8hVH8JxgJjmqc_A,227285,4598,188,28300
孫盛希 Shi Shi【Let Me Fall】電影『聖人大盜 』片尾曲 Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,257776,4534,37,2510000
許莉潔 ZJ Hsu 療傷共鳴情歌【痊癒Healing 】 Official Music Video,UCnCaZrcYtQ_nYuW7_4eQdDA,481238,2912,24,67000
陳珊妮 Sandee Chan - 玉女穿梭 Fair Lady Works Shuttle ft. 鍾玉鳳Chung YuFeng (Official Music Video),UC945VeRnnvcRLWkAMyW_iwA,41057,1321,11,19600
曾沛慈 Pets Tseng《我在你家樓下等你 Waiting For》Official Music Video,UC8CEtxKYs-TjTTxl1--7Xmw,254370,2516,20,0
印子月 & Young-G《拜託拜託》【竹馬鋼琴師 Childhood Sweethearts Pianist OST電視劇插曲】官方動態歌詞MV (無損高音質),UCCZasUiMCAk7rxq4HqZjmKQ,14922,147,7,119000
八三夭831【不搖滾】feat. 房東的貓 Official Music Video,UCaPW6qDNWLlhDdSmfW7MTPw,1326706,12520,123,75500
MAYDAY五月天 [ 倔強 Persistence ] feat.周杰倫 Official Live Video,UC7ovu6a8ydIbDy0fAKmoZ9A,2237302,21251,401,2250000
[avex官方HD] 盧子杰 James Lu – 14 (Feat. 屁孩Ryan & 柯政宏) 官方歌詞版MV,UCH1AHDav6J-2XYkl243Uj3Q,1324709,18690,174,235000
黃明志Namewee【哥抽菸 Ain’t A Cigarette】@亞洲通話 Calling Asia,UCFUtqTcgJgRnmZ3tMU6P74Q,2932157,38154,1680,2210000
大支/Dwagie【霸凌王/Tryna Bully】,UCOg5bW6zcbvji5K4BRvQCUw,140357,8501,217,143000
张靓颖-星途 MV|Jane Zhang-Exeed(Official Music Video),UCqCKCd2zu1Kwi9SdPnsOBbQ,98491,1998,44,90700
张靓颖-一心一爱 MV|Jane Zhang-One Heart One Love(Official Music Video),UCqCKCd2zu1Kwi9SdPnsOBbQ,28495,711,5,90700
好樂團 GoodBand ─ 反正存不了錢，那就再買一件（feat. 蔡哥 & 曹小歐） Official Music Video,UCyhTOPmMeUL4inFgjaA4QxA,145118,7471,69,71200
田亞霍Elvis  Feat. 小賴 賴晏駒【是誰忍心刀了我 Who bears to knife me?】Official Music Video,UCNdi__cyJxXiuVDP1KAfSmg,411039,9448,235,115000
妮可醬 NekoJam【有鬼 feat. 黃鴻升This Way feat. Alien Huang】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,30671,442,29,2510000
方泂鑌（A-Bin）&秦宇子【五月雪】HD 官方完整版 MV,UCAWnuGH5fKJKM-DiWrdbgJA,37348,349,10,355000
楊乃文 Naiwen Yang 【悔過書 Repentance】Official Music Video,UCvgowwd4EPdfzDqmXQX0vKA,356079,1779,27,0
張立昂Marcus C - 我們之間 Between Us 2.0 ( DJ Ken Lin Remix ) Official Audio,UCVe_k-wY7f8nxaGgnium--w,31151,769,1,40900
怕胖團PAPUN BAND《 2049 》Music Video,UC7YH4dd3duJziqGEN2_SxAw,123758,790,15,30500
李佳歡Kar Fun -《過期了Expired 》(Official Music Video),UCBVRZrlm8LJrK2QRBFsmnMA,330985,2014,29,1440
魏嘉瑩 Arrow Wei【我還是不懂】Official Music Video（HIStory3 那一天 片尾曲）,UCl__rQRN5o5OrozeUNOOIDA,1226048,5431,54,44300
鄧倫、阿蘭 - 等愛（官方歌詞版）- 電視劇《海棠經雨胭脂透》片尾曲,UCEsinqZjZ11w0T9ZvyKIr6A,94404,879,20,1580000
陳昇 Bobby Chen【七天 Seven Days】Official Music Video,UCPcF3KTqhD67ADkukx_OeDg,85931,1476,47,2510000
蔡旻佑 Evan Yo《誰不想太多 Jealousy Syndrome》Official Music Video,UCQUsot01jVvJCPkdr7kymOA,104193,1909,19,5230
張孟權JMC -《跟屁蟲Lovely Guy》(Official Lyric MV),UCBVRZrlm8LJrK2QRBFsmnMA,6758,190,3,1440
黃奕儒Ezu [ 鬥陣 ] 2019年WBSC世界12強棒球錦標賽中華隊應援曲,UC7ovu6a8ydIbDy0fAKmoZ9A,256904,1738,19,2250000
眼鏡仔,UCleo-V4Ewm-t8u_cOOqlt6g,112158,1515,94,2310
周筆暢Bibi Zhou 《女流》官方版MV  月亮的潮汐引發的瘋狂 | 《LUNAR》,UCuQ1Xg05DTXtvSAHY891WFg,57714,399,53,2050
9m88 - 如果可以 If I Could (Official MV),UCo95y8CD2JpOR5eePxB1a7w,240343,5464,94,68700
Sam Lin -《若你幸福》Official Music Video (首播抒情主打),UCo8MDVxK7vZywaz93EoVk3w,103379,2665,27,148000
馬思純 Sandra Ma [ 安然 ] Official Music video(電影『大約在冬季』宣傳曲),UCCsUQXwhDj4iVlhG4VCq6Kg,19729,243,7,1450000
橋本裕太Yuta Hashimoto /  飄呀飄呀,UCFtUq0ml-coWmD70Pt_urRA,6577,127,7,427000
